hseb_code,school_code
7326,730090002
6919,690160002
6605,660050005
6009,600200001
5766,570120004
5677,560350009
5141,510310009
4523,450310027
4426,440320002
3337,330380003
3022,300470002
2807,280270002
2481,240060015
2237,220020006
2227,220350003
1522,150960002
1009,100190007
505,50140033
497,40260003
8802,60030001
7458,740020001
7205,720070001
6917,690430004
6119,610140001
574,50140060
1832,180340010
8705,710040002
8266,400320104
8105,250030002
7947,270310368
7793,270390002
6845,680110005
6434,640300001
6129,610040007
6117,610200003
5531,550100005
4862,480010616
4542,450050004
4435,440400002
3125,310280009
2909,290090007
2708,270200003
2401,240650025
2324,230050002
2230,220050005
1004,100380009
214,20220001
7410,740030001
7324,730020013
6841,680080009
6602,660210004
6128,610020006
5940,590060002
5310,530230007
4636,460010003
3975,390040003
3419,340120003
1968,190360007
1329,130170007
821,80010002
7820,270140010
7664,270310090
7444,740200001
6606,660080001
6207,620210002
6204,620200002
6108,610080007
5729,570110004
4750,470400003
4572,450400004
3646,360110007
3608,360110008
3353,330780001
3139,310100007
2612,260030069
2241,220020001
2120,210550007
1309,130170001
1005,100080001
647,60060001
590,50040003
3965,390210002
3230,320620003
2121,210200001
7445,740510002
2441,240620011
