hseb_code,school_code
4033,400100006
4093,400100006
4037,400320018
4039,400320032
4042,400320105
4045,400300004
4046,400320058
4048,400220026
4057,400220053
4069,400010008
4074,400320042
4075,400320044
4077,400050014
4078,400260006
4082,400360003
4084,400050011
4085,400320188
4090,400220029
4099,400220036
8206,400040007
8212,400320117
8215,400320048
8218,400320092
8219,400320094
8220,400320093
8225,400320083
8229,400320063
8228,400320134
8243,400320144
8244,400320008
8232,400320145
8238,400320124
8245,400220038
8247,400320055
8248,400320056
8249,400320064
8250,400320078
8251,400320106
8254,400320190
8255,400330016
8256,400220061
8259,400320152
8260,400320162
8261,400280001
8263,400090006
8264,400320205
8266,400320104
8268,400150008
2703,270080010
2706,270310347
2708,270200003
2711,270310716
2713,270310224
2715,270280020
2765,270280020
7819,270280020
7958,270280020
2716,270200006
7648,270200006
2717,270310734
2718,270310630
2721,270310147
2723,270520010
2725,270160057
2727,270310968
2730,270520009
2731,270310504
2732,270310329
2734,270100006
7746,270100006
2736,270310511
2737,270080018
7690,270080018
2738,270310769
2741,270060004
2744,270310424
2745,270160008
2749,270310133
2750,270310926
2751,270350007
2757,270360012
2758,270310062
7753,270310062
2761,270310965
2764,270080013
7748,270080013
2766,270330005
2770,270380035
7836,270380035
7960,270380035
2775,270310879
2776,270310969
2777,270310093
2778,270310230
7983,270310230
2779,270310835
2780,270310344
2781,270310688
2783,270310240
2784,270310633
2786,270310738
2787,270310225
2790,270310871
2793,270050010
7646,270050010
7727,270050010
2799,270310701
7601,270220015
7602,270310358
7606,270310602
7607,270310021
7609,270310223
7613,270310662
7617,270310880
7817,270310880
7618,270310872
7619,270570005
7622,270310082
7989,270310082
7627,270080011
7637,270310103
7640,270310743
7642,270310405
7643,270220005
7644,270310194
7654,270310582
7655,270150005
7656,270300005
7659,270310202
7661,270310231
7662,270310732
2724,270310732
7663,270150002
7664,270310090
7666,270220019
7667,270370006
7669,270310319
7710,270310319
7670,270320005
7671,270170004
7673,270220032
7674,270310550
7677,270310355
7864,270310355
7683,270300053
7684,270310577
7685,270310884
7686,270290003
7687,270310311
7694,270310508
7697,270310528
7700,270360002
7701,270310019
7703,270330016
7704,270310807
7705,270280012
7707,270310336
7824,270310336
7708,270310436
7709,270310542
7711,270260005
7712,270310039
7714,270450004
7716,270310773
7719,270310457
7725,270150006
7728,270310924
7729,270400004
7730,270230007
7732,270410001
7738,270310907
7739,270190006
7812,270190006
7740,270240024
7741,270310099
7742,270380004
7743,270310088
7744,270060014
7745,270190005
7747,270310054
7749,270310607
7750,270280056
7764,270280056
7751,270310847
7752,270080003
7758,270370002
7760,270310692
7765,270310442
7766,270310645
7767,270230008
7768,270280030
7769,270140003
7771,270080054
7772,270280014
7790,270280014
7775,270510003
7778,270310011
7782,270310182
7783,270230006
7785,270590008
7789,270510004
7854,270510004
7791,270210023
7792,270310912
7793,270390002
7794,270310537
7796,270070002
7797,270310205
7798,270310377
7802,270310013
7804,270310927
7807,270300004
7809,270310477
7811,270310617
7820,270140010
7821,270310590
7822,270240018
7823,270310271
7825,270310199
7929,270310199
7828,270310524
7829,270310608
7833,270310219
7835,270280025
7838,270420003
7842,270380023
7857,270330018
7869,270310428
7874,270310772
7888,270370019
7893,270310838
2702,270310290
2768,270310475
7605,270220047
7839,270310558
7844,270310370
7847,270310541
7849,270310489
7851,270310047
7852,270380015
7865,270280036
7866,270280009
7871,270210010
7872,270210005
7877,270310793
7879,270280050
7889,270310323
7891,270280052
7901,270220010
7908,270310626
7915,270130003
7920,270310360
7922,270310200
7923,270310142
7925,270310401
7926,270380007
7927,270220041
7930,270430002
7931,270310829
7932,270310567
7933,270310327
7935,270310581
7936,270140008
7937,270010004
7938,270200005
2767,270310410
7612,270300010
7706,270310878
7736,270310313
7830,270310135
7855,270140007
7940,270140007
7892,270280038
7903,270160013
7942,270310525
7945,270310260
7947,270310368
7948,270310488
7950,270310686
7951,270560001
7952,270230009
7953,270310324
7956,270310161
7957,270280027
7962,270280026
7963,270230021
7964,270310302
7965,270310025
7967,270230015
7968,270310720
7969,270520017
7970,270310174
7971,270200007
7972,270280004
7973,270310620
7974,270160030
7976,270280054
7977,270040003
7981,270310995
7982,270280040
7984,270310438
7985,270280029
7986,270400007
7987,270530004
7988,270550007
7991,270590005
7992,270280068
2401,240650025
2402,240230016
2403,240060040
2404,240630006
2405,240520007
2406,240660013
2407,240400009
2412,240380007
2416,240060005
2417,240060032
2418,240060013
2419,240490009
2420,240060024
2421,240660014
2424,240050003
2466,240050003
2425,240570002
2427,240760004
2428,240050002
2443,240050002
2429,240670005
2430,240350002
2475,240350002
2431,240010004
2432,240760005
2433,240060008
2488,240060008
2434,240300003
2435,240190008
2437,240380006
2498,240380006
2438,240690004
2439,240750003
2441,240620011
2442,240030001
2444,240730006
2454,240730006
2445,240600008
2446,240510002
2447,240070003
2448,240060022
2449,240400006
2450,240060010
2461,240060010
2451,240060033
2452,240060009
2453,240230017
2455,240590005
2456,240310004
2458,240200001
2473,240200001
2460,240060006
2462,240820008
2465,240140006
2467,240840002
2468,240840002
2469,240630002
2471,240310006
2474,240630001
2477,240890005
2478,240360007
2481,240060015
2482,240720007
2492,240350004
2489,240650002
2493,240650036
2495,240080012
2476,240650028
2499,240360001
1302,130420001
1303,130630001
1304,130170007
1317,130170007
1324,130170007
1329,130170007
1305,130010001
1306,130490001
1312,130490001
1307,130060002
1309,130170001
1310,130700001
1313,130190012
1315,130300001
1316,130030004
1318,130240010
1319,130490003
1321,130240012
1322,130540001
1325,130050006
1332,130210005
1334,130240013
1335,130590003
1339,130050001
1341,130410001
2502,250270063
2503,250270140
2506,250270058
2527,250270058
8116,250270058
2511,250230010
2512,250270183
2513,250190002
2514,250070008
2515,250270007
2517,250040005
2567,250040005
2520,250020003
2524,250270092
2532,250270092
2530,250090004
2534,250270162
2535,250270129
2542,250270066
2548,250270084
2549,250230012
2552,250370011
2556,250250005
2560,250300002
2564,250290013
2566,250200006
8114,250200006
2568,250060002
2569,250270079
2570,250270096
2571,250040004
2596,250040004
2574,250270159
2578,250140008
2583,250280009
2584,250150005
2585,250360005
2586,250230006
2587,250270076
2589,250270025
2590,250220007
2592,250270037
2595,250330003
2598,250230005
8102,250090002
8103,250420002
8105,250030002
8106,250270034
8107,250100003
8110,250300001
2565,250230011
2579,250230001
2599,250270118
8117,250400008
8118,250300010
8119,250190007
8122,250270024
8123,250170007
8125,250230004
3701,370360005
3702,370090011
3706,370200008
3707,370590008
3710,370070010
3712,370190010
3713,370210010
3720,370020005
3726,370070009
3727,370120008
3728,370070001
3729,370580005
3731,370060004
3734,370120009
3736,370070008
3739,370200007
3741,370400004
1805,180090006
1823,180090006
1827,180090006
1830,180090006
1833,180090006
1809,180600013
1812,180440002
1816,180040001
1819,180040001
1820,180040001
1822,180040001
1824,180040001
1841,180040001
1851,180040001
1853,180040001
1860,180040001
1818,180040002
1856,180040002
1857,180040002
1859,180040002
1821,180340002
1842,180340002
1825,180500004
1828,180500004
1826,180420001
1829,180340038
1832,180340010
1834,180340015
1837,180750002
1845,180600003
1847,180480004
1852,180450007
1858,180090019
1861,180180002
1862,180520003
1864,180270007
3101,310200041
3103,310200041
3104,310210005
3105,310200027
3106,310200023
3109,310200032
3114,310200018
3115,310160001
3117,310020010
3119,310040006
3121,310040006
3122,310040006
3131,310040006
3135,310040006
3123,310060005
3125,310280009
3126,310200056
3128,310040001
3129,310200029
3130,310280011
3132,310080009
3134,310420003
3136,310150001
3137,310110003
3138,310290006
3139,310100007
3141,310060004
4102,410020006
503,50530012
505,50140033
513,50120001
8323,50120001
8361,50120001
515,50140010
516,50090009
518,50320005
522,50580016
526,50070005
595,50070005
528,50580009
530,50280011
531,50390013
534,50080006
535,50050003
551,50050003
569,50050003
580,50050003
582,50050003
592,50050003
8306,50050003
8308,50050003
536,50100001
543,50100001
577,50100001
537,50100021
538,50020009
540,50020009
561,50020009
563,50020009
581,50020009
591,50020009
541,50140060
574,50140060
542,50100002
544,50140059
545,50070001
8319,50070001
548,50140034
553,50240008
555,50300001
556,50140191
560,50640011
564,50050002
571,50050002
583,50050002
8324,50050002
565,50240001
567,50640013
570,50020001
573,50430014
578,50640020
584,50040006
586,50180008
587,50100008
588,50140127
590,50040003
593,50050009
594,50160002
8359,50160002
596,50190002
597,50140016
598,50140013
8301,50480009
8302,50220009
8304,50180012
8313,50180012
8310,50450011
8312,50140178
8316,50270011
8320,50270002
8322,50330002
8325,50310011
8326,50140125
8338,50090003
8339,50350021
8340,50200020
8342,50210018
8344,50380034
8345,50370003
8347,50370003
8348,50360012
8350,50280016
8358,50300003
8363,50360010
8364,50610008
8366,50250003
8367,50030003
8368,50510011
6501,650020009
6504,650130003
6506,650100005
6507,650120002
6510,650180010
6512,650040003
4201,420070006
4302,430410006
4303,430340004
4304,430020013
4307,430020011
4309,430010002
4312,430190008
4315,430140004
4317,430020005
4322,430400002
4801,480050236
4805,480050250
4806,480050248
4810,480310010
4815,480210020
4825,480010010
4836,480080001
4841,480060023
4843,480650022
4850,480050240
4852,480210001
4868,480020002
4874,480010011
4878,480020077
4879,480060018
4893,480060757
4895,480050251
8605,480070139
4816,480120527
4820,480120004
4826,480010395
4839,480130348
4840,480120665
4845,480380013
4846,480110417
4862,480010616
4889,480620004
8606,480140610
2804,280610001
2805,280310013
2806,280010002
2807,280270002
2808,280320003
2809,280480010
2812,280130010
2813,280080024
2824,280080024
2814,280050005
2817,280050005
2825,280050005
2815,280170001
2847,280170001
2816,280350010
2818,280130009
2819,280190006
2820,280020003
2845,280020003
2821,280060005
2822,280210007
2823,280140003
2826,280020005
2840,280020005
2828,280040011
2857,280040011
2829,280330001
2832,280180007
2833,280290009
2834,280040005
2835,280060006
2836,280080032
2837,280060007
2838,280240004
2839,280410008
2841,280080026
2842,280180001
2843,280260007
2844,280530004
2846,280300005
2848,280500003
2849,280570010
2852,280180005
2853,280040010
2854,280350004
2855,280460010
2856,280230006
2858,280170005
1201,120050001
1202,120440005
1203,120150002
1205,120330007
1207,120140003
1208,120430006
1209,120130005
1210,120040002
1219,120040002
1211,120080004
1212,120060003
1213,120280002
1214,120360005
1215,120090003
1218,120250002
1220,120240007
1221,120190002
1222,120520002
1223,120120001
1239,120120001
1224,120340006
1225,120040003
1236,120330006
1237,120050002
4718,470250009
4753,470250009
4720,470440008
4730,470530002
4738,470250006
4754,470250006
4743,470110002
4745,470530005
4746,470620030
4750,470400003
4751,470260003
4765,470090008
4769,470620010
4770,470530004
4771,470520005
4775,470530010
4776,470100005
4777,470160003
201,20220001
214,20220001
202,20370001
204,20050008
206,20310001
227,20310001
207,20100001
240,20100001
208,20390001
209,20260001
210,20040001
212,20120004
233,20120004
213,20290001
216,20080001
217,20160001
218,20020001
219,20010003
229,20010003
236,20010003
221,20160002
222,20210001
223,20200001
226,20280001
228,20080002
230,20030001
231,20250001
232,20180001
234,20130002
235,20340002
237,20200005
238,20270002
239,20250004
241,20260002
4401,440530009
4402,440540006
4413,440190006
4417,440180009
4424,440070002
4425,440060001
4426,440320002
4434,440090001
4435,440400002
4437,440480013
4440,440080005
4441,440110002
4442,440340001
4444,440480017
3401,340200173
3406,340200173
3404,340200065
3405,340200062
3434,340200062
3412,340620003
3414,340010001
3417,340010001
3418,340010001
3420,340010001
3422,340010001
3464,340010001
3466,340010001
3467,340010001
3475,340010001
3419,340120003
3427,340490003
3429,340200057
3430,340160002
3431,340200128
3432,340200047
3458,340200047
3435,340200073
3437,340200080
3441,340200138
3454,340200025
3439,340200125
3449,340200063
3457,340330008
3459,340200038
3487,340200038
3461,340200055
3471,340200019
3474,340200120
3476,340190003
3456,340590003
3468,340200134
3469,340200029
3478,340110004
3480,340110004
3479,340680003
3482,340200136
3483,340200052
3485,340330003
5201,520020004
5203,520010002
5215,520010002
5204,520040009
5223,520040009
5205,520150003
5207,520010003
5209,520360006
5210,520030002
5217,520030002
5211,520040007
5212,520080005
5214,520200003
5216,520020001
5220,520090009
5224,520360005
5225,520490003
2101,210260003
2102,210350001
2103,210490005
2104,210290008
2106,210300002
2107,210180001
2116,210180001
2142,210180001
2110,210020004
2119,210020004
2111,210020003
2113,210140005
2140,210140005
2120,210550007
2121,210200001
2130,210200001
2135,210200001
2122,210100006
2123,210110001
2124,210040001
2127,210030004
2128,210280008
2131,210370001
2133,210180007
2134,210020005
2141,210060008
2143,210120003
2146,210180002
2149,210330005
2901,290090010
2902,290100005
2903,290050006
2905,290010010
2906,290070001
2907,290040007
2908,290130007
2909,290090007
2910,290090012
2911,290010008
3201,320130002
3216,320130002
3236,320130002
3206,320910004
3208,320240002
3211,320240002
3223,320240002
3235,320240002
3238,320240002
3209,320040002
3210,320040002
3214,320040002
3222,320040002
3228,320040002
3241,320040002
3243,320040002
3248,320040002
3249,320040002
3253,320040002
3255,320040002
3256,320040002
3258,320040002
3260,320040002
3217,320240001
3221,320120002
3230,320620003
3231,320310001
3234,320200002
3252,320200002
3239,320190007
3246,320860001
5303,530010004
5329,530010004
5304,530080004
5305,530470001
5308,530220001
5309,530140001
5310,530230007
5311,530120005
5314,530120005
5312,530230008
5318,530390002
5320,530430006
5322,530210001
5323,530080003
5325,530080003
5324,530010005
5326,530170003
5327,530010003
5333,530010003
5331,530010006
5403,540400003
5411,540040318
5413,540060379
5414,540060412
5415,540180004
5420,540210006
5422,540090004
5401,540060010
5406,540010002
5408,540040007
5435,540040007
5409,540070001
5416,540040012
5417,540230005
5418,540420005
5419,540270009
5426,540060013
5427,540280001
5429,540190004
5432,540060008
5436,540040011
5442,540100013
5444,540270023
4905,490140016
4975,490140016
4906,490140036
4907,490630025
4909,490630032
4920,490140050
4927,490620010
4928,490620012
4929,490670007
4931,490090001
4932,490620011
4941,490140022
4944,490630039
4945,490020007
4952,490630018
4955,490090002
4957,490350009
4959,490250001
4984,490250001
4965,490430008
4972,490330002
4979,490230003
4983,490010012
4986,490140025
4991,490320014
4995,490630011
4998,490620006
8413,490330016
8404,490620018
8410,490390003
8421,490150002
4911,490630041
8412,490220010
8429,490040003
8434,490360003
8441,490200005
8443,490630012
8444,490330011
8446,490060003
5505,550040006
5519,550040006
5509,550030006
5510,550380005
5511,550240007
5512,550240007
5514,550240007
5515,550240007
