neb_code,school_name,district,district_code
101,MAIWA KHOLA SECONDARY SCHOOL,taplejung,101
102,GANESH SECONDARY SCHOOL,taplejung,101
103,MOTI SECONDARY SCHOOL,taplejung,101
104,SINAM SECONDARY SCHOOL,taplejung,101
105,BHANJYANG SECONDARY SCHOOL,taplejung,101
106,BHANUJAN SECONDARY SCHOOL,taplejung,101
107,DURGA SECONDARY SCHOOL,taplejung,101
108,BAL SUBODHINI SANSKRIT SECONDARY SCHOOL,taplejung,101
109,NARAYANI SECONDARY SCHOOL,taplejung,101
110,SARASWATI SECONDARY SCHOOL,taplejung,101
112,THECHAMBU SECONDARY SCHOOL,taplejung,101
113,TELLOK SECONDARY SCHOOL,taplejung,101
114,JANATA SECONDARY SCHOOL,taplejung,101
115,SIWA SECONDARY SCHOOL,taplejung,101
116,KALIKA SECONDARY SCHOOL,taplejung,101
117,SARASWATI SECONDARY SCHOOL,taplejung,101
118,CHANGE SECONDARY SCHOOL,taplejung,101
119,KANCHANJUNGHA BOARDING  SECONDARY SCHOOL,taplejung,101
120,PRITHVI  SECONDARY SCHOOL,taplejung,101
121,TRIBHUVAN  SECONDARY SCHOOL,taplejung,101
122,NILGIRI  SECONDARY SCHOOL,taplejung,101
123,CHAKSIBOTE SECONDARY SCHOOL,taplejung,101
124,SANWA SECONDARY SCHOOL,taplejung,101
125,SIDDHAKALI SECONDARY SCHOOL,taplejung,101
126,MAHENDRA SECONDARY SCHOOL,taplejung,101
127,BIRENDRA SECONDARY SCHOOL,taplejung,101
128,SHARADA SECONDARY SCHOOL,taplejung,101
129,AMBEGUDIN SECONDARY SCHOOL,taplejung,101
130,SARASWATI SECONDARY SCHOOL,taplejung,101
201,SIDDHADEVI SECONDARY SCHOOL,panchthar,109
202,NILGIRI SECONDARY SCHOOL,panchthar,109
204,KANCHANJANGHA ACADEMY SECONDARY SCHOOL,panchthar,109
205,PRITHIVI SECONDARY SCHOOL,panchthar,109
206,DURGA SECONDARY SCHOOL,panchthar,109
207,SIDDHAKALI SECONDARY SCHOOL,panchthar,109
208,THARPU SECONDARY SCHOOL,panchthar,109
209,SIRIJUNG SECONDARY SCHOOL,panchthar,109
210,AMARPUR SECONDARY SCHOOL,panchthar,109
211,KHALANGATAR SECONDARY SCHOOL,panchthar,109
212,INDRANI SECONDARY SCHOOL,panchthar,109
213,PHIDIM SECONDARY SCHOOL,panchthar,109
214,SIDDHADEVI SECONDARY SCHOOL,panchthar,109
215,RANITAR SECONDARY SCHOOL,panchthar,109
216,BISHNU SECONDARY SCHOOL,panchthar,109
217,MAHADEV GUPTESHWOR  SECONDARY SCHOOL,panchthar,109
218,JAY NARAYAN ADARSHA SECONDARY SCHOOL,panchthar,109
219,SARASWATI  SECONDARY SCHOOL,panchthar,109
220,ITHUNG  SECONDARY SCHOOL,panchthar,109
221,SIDDHESWORI  SECONDARY SCHOOL,panchthar,109
222,GANESH  SECONDARY SCHOOL,panchthar,109
223,SARATAP SECONDARY SCHOOL,panchthar,109
224,SATYAHANGMA SECONDARY SCHOOL,panchthar,109
225,JANA KALYAN SECONDARY SCHOOL,panchthar,109
226,GHURBISE PANCHAMI SECONDARY SCHOOL,panchthar,109
227,DURGA SECONDARY SCHOOL,panchthar,109
228,SINGA DEVI SECONDARY SCHOOL,panchthar,109
229,SARASWATI SECONDARY SCHOOL,panchthar,109
230,ARUBOTE SECONDARY SCHOOL,panchthar,109
231,GUPTESHWOR SECONDARY SCHOOL,panchthar,109
232,SIDDHA SARASWATI SECONDARY SCHOOL,panchthar,109
233,INDRAWATI SECONDARY SCHOOL,panchthar,109
234,SINGHA SIDDHA SECONDARY SCHOOL,panchthar,109
235,YUWA VARSHA SECONDARY SCHOOL,panchthar,109
236,SARASWATI SECONDARY SCHOOL,panchthar,109
237,KALIKA SECONDARY SCHOOL,panchthar,109
238,JALASINGHA SECONDARY SCHOOL,panchthar,109
239,SIDDHESWARI  SECONDARY SCHOOL,panchthar,109
240,SIDDHA SECONDARY SCHOOL,panchthar,109
241,SHREE KRISHNA SECONDARY SCHOOL,panchthar,109
301,KARPHOK VIDHYA MANDIR SECONDARY SCHOOL,ilam,110
302,ILAM SECONDARY SCHOOL,ilam,110
303,BHANU BHAKTA SECONDARY SCHOOL,ilam,110
304,KRISHNASHRAM SECONDARY SCHOOL,ilam,110
305,KANKAI SECONDARY SCHOOL,ilam,110
306,ADARSHA SECONDARY SCHOOL,ilam,110
307,SURYODAYA SHIKSHA SADAN SECONDARY SCHOOL,ilam,110
308,CHARKHOLA SECONDARY SCHOOL,ilam,110
310,AMAR SECONDARY SCHOOL,ilam,110
311,SINGHA DEVI SECONDARY SCHOOL,ilam,110
312,JEETPUR SECONDARY SCHOOL,ilam,110
313,BAUDHHADHAM SECONDARY SCHOOL,ilam,110
314,MAHENDRODAYA SECONDARY SCHOOL,ilam,110
315,FIKKAL SECONDARY SCHOOL,ilam,110
316,SHANTI NIKETAN SECONDARY SCHOOL,ilam,110
317,JANAK SECONDARY SCHOOL,ilam,110
318,SARASWATI SECONDARY SCHOOL,ilam,110
319,SINGHDEVI SECONDARY SCHOOL,ilam,110
320,SARASWATI SECONDARY SCHOOL,ilam,110
321,JANATA SECONDARY SCHOOL,ilam,110
322,HIMALAYA SECONDARY SCHOOL,ilam,110
323,SANGRUMBA  SECONDARY SCHOOL,ilam,110
324,CHISOPANI  SECONDARY SCHOOL,ilam,110
325,SARASWATI  SECONDARY SCHOOL,ilam,110
326,AMAR KALYAN  SECONDARY SCHOOL,ilam,110
327,NEPALTAR  SECONDARY SCHOOL,ilam,110
328,NAMSALING SECONDARY SCHOOL,ilam,110
329,RASTRIYA SECONDARY SCHOOL,ilam,110
330,PANCHA SECONDARY SCHOOL,ilam,110
331,DAMBAR DEVI SECONDARY SCHOOL,ilam,110
332,PURNA SMARAK SECONDARY SCHOOL,ilam,110
333,KHANDRUNG SECONDARY SCHOOL,ilam,110
334,BISHNU SECONDARY SCHOOL,ilam,110
335,BHAGAWATI SECONDARY SCHOOL,ilam,110
336,SHANTIPUR SECONDARY SCHOOL,ilam,110
337,BALMANDAL SECONDARY SCHOOL,ilam,110
339,JANATA SECONDARY SCHOOL,ilam,110
340,JYOTI SECONDARY SCHOOL,ilam,110
341,RASTRAPREMI SECONDARY SCHOOL,ilam,110
342,EVERLAND INTERNATIONAL ACADEMY SECONDARY SCHOOL,ilam,110
343,HERITAGE NATIONAL ACADEMY SECONDARY SCHOOL,ilam,110
347,SUNRISE ENGLISH SECONDARY SCHOOL,ilam,110
403,KANKAI CAMPUS,jhapa,111
404,KAMALA MADAN ASHARIT SMRITI SECONDARY SCHOOL,jhapa,111
405,GOMENDRA SECONDARY SCHOOL,jhapa,111
406,PROJJWAL COLLEGIATE ACADEMY SECONDARY SCHOOL,jhapa,111
407,SIDDHARTHA BOARDING SECONDARY SCHOOL,jhapa,111
408,DAMAK MODEL SECONDARY SCHOOL,jhapa,111
409,COMMONERS' HOME FOR EDUCATION SECONDARY SCHOOL,jhapa,111
410,JAN ADARSHA SECONDARY SCHOOL,jhapa,111
411,RASTRIYA RAMANIYA ADARSHA SECONDARY SCHOOL,jhapa,111
412,BUDDHA ADARSHA SECONDARY SCHOOL,jhapa,111
413,EMERALD ACADEMY SECONDARY SCHOOL,jhapa,111
414,HIMALAYAN ENGLISH ACADEMY SECONDARY SCHOOL,jhapa,111
415,ADARSHA VIDYAMANDIR SECONDARY SCHOOL,jhapa,111
416,SHANISHCHARE SECONDARY SCHOOL,jhapa,111
417,HARIKUL NAMUNA SECONDARY SCHOOL,jhapa,111
418,PURBANCHAL SECONDARY SCHOOL,jhapa,111
419,DAMAK MULTIPLE CAMPUS,jhapa,111
420,AMITY SECONDARY SCHOOL,jhapa,111
421,KAKARVITTA SECONDARY SCHOOL,jhapa,111
422,MANAKAMANA SECONDARY SCHOOL,jhapa,111
424,GYAN JYOTI SECONDARY SCHOOL,jhapa,111
425,BALMIKI PROVIDENCE SECONDARY SCHOOL,jhapa,111
426,GLOBAL EDUCATIONAL ACADEMY SECONDARY SCHOOL,jhapa,111
427,SHARADA SECONDARY SCHOOL,jhapa,111
428,HIMALI SECONDARY SCHOOL,jhapa,111
429,SAHID DHARMABHAKTA SECONDARY SCHOOL,jhapa,111
430,LAXMI SECONDARY SCHOOL,jhapa,111
431,JANATA SECONDARY SCHOOL,jhapa,111
433,BIRENDRA SECONDARY SCHOOL,jhapa,111
434,JANA JAGRITI SECONDARY SCHOOL,jhapa,111
436,SHAHID DASHRATH CHAND SECONDARY SCHOOL,jhapa,111
437,HIMALAYA SECONDARY SCHOOL,jhapa,111
439,GAURIGANJ CAMPUS,jhapa,111
440,MAHENDRA RATNA SECONDARY SCHOOL,jhapa,111
441,HALDIBARI SECONDARY SCHOOL,jhapa,111
442,SARASWATI SECONDARY SCHOOL,jhapa,111
443,JANATA SECONDARY SCHOOL,jhapa,111
444,KANKAI BOARDING SECONDARY SCHOOL,jhapa,111
445,SCHOOLCHAUN SECONDARY SCHOOL,jhapa,111
446,GYAN SAROVAR NIKETAN SECONDARY SCHOOL,jhapa,111
447,BHANU SECONDARY SCHOOL,jhapa,111
448,EAST HORIZON ENGLISH SECONDARY SCHOOL,jhapa,111
449,PATHARIYA SECONDARY SCHOOL,jhapa,111
450,BALNIKUNJA SECONDARY SCHOOL,jhapa,111
451,GADI GAUN SECONDARY SCHOOL,jhapa,111
452,ADARSHA SECONDARY SCHOOL,jhapa,111
453,PASHUPATI SECONDARY SCHOOL,jhapa,111
454,SURYODAYA ENGLISH AWASIYA SECONDARY SCHOOL,jhapa,111
455,ADARSHA  SECONDARY SCHOOL,jhapa,111
456,NARENDRA JANTA  SECONDARY SCHOOL,jhapa,111
457,MECHI JANASADHARAN  SECONDARY SCHOOL,jhapa,111
458,AMAR  SECONDARY SCHOOL,jhapa,111
459,BHANU  SECONDARY SCHOOL,jhapa,111
460,MAHENDRA RATNA  SECONDARY SCHOOL,jhapa,111
461,BHADRAKALI  SECONDARY SCHOOL,jhapa,111
462,PRAGATI  SECONDARY SCHOOL,jhapa,111
463,JANATA  SECONDARY SCHOOL,jhapa,111
464,BALBHADRA JANTA  SECONDARY SCHOOL,jhapa,111
465,NORTH POINT ENGLISH BOARDING  SECONDARY SCHOOL,jhapa,111
466,NEWTON'S EDUCATION ACADEMY  SECONDARY SCHOOL,jhapa,111
467,BIBHUTI VIDYA MANDIR ENGLISH  SECONDARY SCHOOL,jhapa,111
468,BHAGAWATI SECONDARY SCHOOL,jhapa,111
469,MAHENDRA JYOTI SECONDARY SCHOOL,jhapa,111
470,DURGA SECONDARY SCHOOL,jhapa,111
471,DHUKURPANI SECONDARY SCHOOL,jhapa,111
472,MANGALMAYA SECONDARY SCHOOL,jhapa,111
473,BANI SECONDARY SCHOOL,jhapa,111
474,PHULBARI SECONDARY SCHOOL,jhapa,111
475,KAVI SHIROMANI SECONDARY SCHOOL,jhapa,111
476,SHANTI ADARSH SECONDARY SCHOOL,jhapa,111
478,BIRAT JYOTI ENGLISH BOARDING SECONDARY SCHOOL,jhapa,111
479,BHANU SECONDARY SCHOOL,jhapa,111
480,DHULABARI SECONDARY SCHOOL,jhapa,111
481,NAWA KIRAN VIDYA MANDIR SECONDARY SCHOOL,jhapa,111
482,BHRIKUTI SECONDARY SCHOOL,jhapa,111
483,SINGHA DEVI SECONDARY SCHOOL,jhapa,111
484,MOTI SECONDARY SCHOOL,jhapa,111
485,BHADRAPUR SECONDARY SCHOOL,jhapa,111
486,TOWER TEMPLE SECONDARY SCHOOL,jhapa,111
487,LAXMI NARAYAN SECONDARY SCHOOL,jhapa,111
488,DEVI SECONDARY SCHOOL,jhapa,111
489,KANCHANJUNGA ENGLISH SECONDARY SCHOOL,jhapa,111
490,GAURISHANKAR SECONDARY  SCHOOL,jhapa,111
491,KANKAI SECONDARY SCHOOL,jhapa,111
492,DILLIRAJ SECONDARY SCHOOL,jhapa,111
493,DORAMARI SECONDARY SCHOOL,jhapa,111
494,TRIBHUWAN SECONDARY SCHOOL,jhapa,111
495,SURYODAYA ENGLISH SECONDARY SCHOOL,jhapa,111
496,JHAPA MODEL ENGLISH SECONDARY SCHOOL,jhapa,111
497,ARANIKO SECONDARY SCHOOL,jhapa,111
498,BIR AMAR SINGH SECONDARY SCHOOL,jhapa,111
499,KHAJURGACHHI SECONDARY SCHOOL,jhapa,111
8001,SWARNIM SHIKSHA SADAN SECONDARY SCHOOL,jhapa,111
8002,KARNALI INTERNATIONAL ENGLISH BOARDING SECONDARY SCHO,jhapa,111
8003,CHILDREN GARDEN ENGLISH SECONDARY SCHOOL,jhapa,111
8004,RUDRA MEMORIAL ENGLISH AWASIYA SECONDARY SCHOOL,jhapa,111
8005,NEW HOPE ENGLISH BOARDING SECONDARY  SCHOOL,jhapa,111
8006,DIPJAN ENGLISH BOARDING SECONDARY  SCHOOL,jhapa,111
8007,MOUNT EVEREST SECONDARY SCHOOL,jhapa,111
8008,HOLY BELL ENGLISH BOARDING SECONDARY SCHOOL,jhapa,111
8009,BAL KALYAN SECONDARY SCHOOL,jhapa,111
8010,RUPRATNA MEMORIAL BOARDING SECONDARY SCHOOL,jhapa,111
8011,MUNAMADAN ACADEMY SECONDARY SCHOOL,jhapa,111
8012,ST. XAVIERS  SECONDARY SCHOOL,jhapa,111
8013,LAXMI SECONDARY SCHOOL,jhapa,111
8014,LAXMI PRASAD DEVKOTA SECONDARY SCHOOL,jhapa,111
8015,SANGABED SANSKRIT SECONDARY SCHOOL,jhapa,111
8017,SINGHA DEVI SECONDARY SCHOOL,jhapa,111
8018,CHANDRA BHANU JYOTI SECONDARY SCHOOL,jhapa,111
8019,VIDYA NIKETAN SECONDARY SCHOOL,jhapa,111
8020,BIDUR ENGLISH SECONDARY SCHOOL,jhapa,111
8021,SARSWATI BALKALYAN SECONDARY SCHOOL,jhapa,111
8022,VIDYODAYA SHISHU SADAN SECODARY SCHOOL,jhapa,111
8023,DHRUBA TARA RESIDENTIAL SECONDARY SCHOOL,jhapa,111
8025,NEW GEOFFREY ENGLISH SECONDARY SCHOOL,jhapa,111
8016,BALMIKI EDUCATION FOUNDATION,jhapa,111
8027,JHAPA MARIGOLD ENGLISH SECONDARY SCHOOL,jhapa,111
8028,PASHUPATI ENGLISH SECONDARY SCHOOL,jhapa,111
8029,TRIBHUWAN SECONDARY SCHOOL,jhapa,111
8030,NIHARIKA ENGLISH BOARDING SECONDARY SCHOOL,jhapa,111
8031,EKTA ACADEMY,jhapa,111
8032,CHILDRENS GARDEN ACADEMY,jhapa,111
8033,WONDERLAND BOARDING SECONDARY SCHOOL,jhapa,111
8034,LAXMI SECONDARY SCHOOL,jhapa,111
8035,SAGARMATHA SECONDARY SCHOOL,jhapa,111
8036,GAURIGANJ SECONDARY SCHOOL,jhapa,111
8037,MOHANMAYA SECONDARY SCHOOL,jhapa,111
8038,PRAGYAN ACADEMY,jhapa,111
8041,BRIGHTER ENGLISH SECONDARY SCHOOL,jhapa,111
8042,DEVKOTA SECONDARY SCHOOL,jhapa,111
8043,PASHUPATI ACADEMY ENGLISH SECONDARY SCHOOL,jhapa,111
8045,SIDDHARTHA SHISHU SADAN SECONDARY SCHOOL,jhapa,111
8046,DEVKUL ENGLISH SECONDARY SCHOOL,jhapa,111
8047,KACHAN KAWAL VIDYA MANDIR SECONDARY SCHOOL,jhapa,111
8048,SARASWATI SECONDARY SCHOOL,jhapa,111
8050,NIDI SECONDARY SCHOOL,jhapa,111
8051,SHREE JHILJHILE SECONDARY SCHOOL,jhapa,111
8052,DAMAK ADARSHA ENGLISH BOARDING SECONDARY SCHOOL,jhapa,111
8053,PURBANCHAL ENGLISH BOARDING SECONDARY SCHOOL,jhapa,111
8054,UNIVERSAL ACADEMY,jhapa,111
8055,SHIVAM SHISHU NIKETAN ENGLISH SECONDARY SCHOOL,jhapa,111
8056,SHREE LALPANI SECONDARY SCHOOL,jhapa,111
501,URLABARI CAMPUS,morang,112
502,RASTRIYA BIGYAN TATHA BANIJYA PRATISTHAN SECONDARY SCH,morang,112
503,SAUNTHA SECONDARY SCHOOL,morang,112
504,RAMAILO CAMPUS,morang,112
505,GOGRAHA SECONDARY SCHOOL,morang,112
507,COLLEGE OF BUSINESS AND SOCIAL STUDIES SECONDARY SCHOOL,morang,112
508,JANTA NAMUNA SECONDARY SCHOOL,morang,112
509,MERRYLAND SECONDARY SCHOOL,morang,112
510,KOSHI CAMPUS,morang,112
511,CITY SECONDARY SCHOOL,morang,112
512,SUKUNA MULTIPLE CAMPUS,morang,112
513,LAXMI SECONDARY SCHOOL,morang,112
515,ST' JOSEPH SECONDARY SCHOOL,morang,112
516,SHREE PANCHAYAT SECONDARY SCHOOL,morang,112
518,SARBODAYA SECONDARY SCHOOL,morang,112
520,ARNIKO AWASIYA SECONDARY SCHOOL,morang,112
521,SIRJANA GYANKUNJA SECONDARY SCHOOL,morang,112
522,NEPAL DARSAN SECONDARY SCHOOL,morang,112
523,MACHCHHINDRA SECONDARY SCHOOL,morang,112
524,SIDDHARTHA SHISHU SADAN SECONDARY SCHOOL,morang,112
526,PUBLIC SECONDARY SCHOOL,morang,112
527,GREENLAND INTERNATIONAL SECONDARY SCHOOL,morang,112
528,SAJEE LAL SECONDARY SCHOOL,morang,112
529,SHANTI BHAGAWATI SECONDARY SCHOOL,morang,112
530,RATNA SECONDARY SCHOOL,morang,112
531,MANOHAR JANATA SECONDARY SCHOOL,morang,112
534,JANATA CAMPUS,morang,112
535,JANASEWA SECONDARY SCHOOL,morang,112
536,BHAGAWATI SECONDARY SCHOOL,morang,112
537,ANNAPURNA SECONDARY SCHOOL,morang,112
538,SARASWATI SECONDARY SCHOOL,morang,112
540,SARASWATI SECONDARY SCHOOL,morang,112
541,ADARSHA SECONDARY SCHOOL,morang,112
542,BHANU MEMORIAL ENGLISH BOARDING SECONDARY SCHOOL,morang,112
543,BHAGIRATH SECONDARY SCHOOL,morang,112
544,SATYANARAYAN SECONDARY SCHOOL,morang,112
545,BUDDHA SECONDARY SCHOOL,morang,112
546,BALMEEKI MEMORIAL BOARDING SECONDARY SCHOOL,morang,112
547,SUBIJIMUR MEMORIAL SECONDARY SCHOOL,morang,112
548,KANTIPUR SECONDARY SCHOOL,morang,112
549,SHIKSHA DEEP BOARDING SECONDARY SCHOOL,morang,112
550,ORCHID PUBLIC SECONDARY SCHOOL,morang,112
551,JANATA SECONDARY SCHOOL,morang,112
553,SUNGHAVA ENGLISH BOARDING SECONDARY SCHOOL,morang,112
555,BIRENDRA PUBLIC SECONDARY SCHOOL,morang,112
556,LORDBUDDHA SECONDARY SCHOOL,morang,112
557,MORANG MODEL AWASIYA SECONDARY SCHOOL,morang,112
559,KALIKA SAMUDAYIK SECONDARY SCHOOL,morang,112
560,RADHIKA  SECONDARY SCHOOL,morang,112
561,SARASWATI  SECONDARY SCHOOL,morang,112
562,POKHARIYA  SECONDARY SCHOOL,morang,112
563,SARASWATI  SECONDARY SCHOOL,morang,112
564,SHREE SECONDARY SCHOOL,morang,112
565,AMAR SINGH  SECONDARY SCHOOL,morang,112
567,SAPTAKOSHI ENGLISH BOARDING  SECONDARY SCHOOL,morang,112
569,JANATA  SECONDARY SCHOOL,morang,112
570,ARANIKO  SECONDARY SCHOOL,morang,112
571,SHREE SECONDARY SCHOOL,morang,112
572,DHIRNATH SAMPHUL BISHWAS  SECONDARY SCHOOL,morang,112
573,SINGHABAHINI SECONDARY SCHOOL,morang,112
574,ADARSHA  SECONDARY SCHOOL,morang,112
575,SHIVASHAKTI SECONDARY SCHOOL,morang,112
576,PRAGATISHEEL SECONDARY SCHOOL,morang,112
577,BHAGAWATI SECONDARY SCHOOL,morang,112
578,SUNPAKUWA SECONDARY SCHOOL,morang,112
579,BIRAT VICTORIA MEMORIAL SECONDARY SCHOOL,morang,112
580,JANTE SECONDARY SCHOOL,morang,112
581,SARASWATI SECONDARY SCHOOL,morang,112
582,JANATA SECONDARY SCHOOL,morang,112
583,SHREE SECONDARY SCHOOL,morang,112
584,MAHENDRA SECONDARY SCHOOL,morang,112
585,PASHUPATI BOARDING SECONDARY SCHOOL,morang,112
586,KALI SECONDARY SCHOOL,morang,112
587,KASENI SECONDARY SCHOOL,morang,112
588,JANA BIKASH SECONDARY SCHOOL,morang,112
590,JANAPRIYA SECONDARY SCHOOL,morang,112
591,SARASWATI SECONDARY SCHOOL,morang,112
592,JANATA SECONDARY SCHOOL,morang,112
593,SUKUNA SECONDARY SCHOOL,morang,112
594,DURGA SECONDARY SCHOOL,morang,112
595,PUBLIC SECONDARY SCHOOL,morang,112
596,NARAGRAM SECONDARY SCHOOL,morang,112
597,AIQUALITY SCHOOL,morang,112
598,MODERN ERA ENGLISH SCHOOL,morang,112
8301,SARWAJANIK SECONDARY SCHOOL,morang,112
8302,SUNBARSI SECONDARY SCHOOL,morang,112
8304,EVEREST ENGLISH BOARDING SECONDARY SCHOOL,morang,112
8305,EUROKIDS NEPAL SECONDARY SCHOOL,morang,112
8306,JANAPATH SECONDARY SCHOOL,morang,112
8307,KALI SECONDARY SCHOOL,morang,112
8308,JANATA SECONDARY SCHOOL,morang,112
8309,BHRIKUTI MODEL ACADEMY SECONDARY SCHOOL,morang,112
8310,REDSTAR ENGLISH BOARDING SECONDARY SCHOOL,morang,112
8311,BRIGHT FUTURE SECONDARY SCHOOL,morang,112
8312,DELHI PUBLIC SECONDARY SCHOOL,morang,112
8313,EVEREST SECONDARY SCHOOL,morang,112
8314,GODAWARI VIDYA MANDIR BOARDING SECONDARY SCHOOL,morang,112
8316,SIDDHARTHA SECONDARY SCHOOL,morang,112
8318,PINAKAL GYAN MANDIR SECONDARY SCHOOL,morang,112
8319,BUDDHA ENGLISH BOARDING SCHOOL,morang,112
8320,BAL PRATIVA ENGLISH SECONDARY SCHOOL,morang,112
8322,DHANPAL SECONDARY SCHOOL,morang,112
8323,LAXMI SECONDARY SCHOOL,morang,112
8324,SHREE SECONDARY SCHOOL,morang,112
8325,MOONLIGHT MODEL SECONDARY SCHOOL,morang,112
8326,MILLS SECONDARY SECONDARY,morang,112
8331,SHIKSHA NIKETAN SECONDARY SCHOOL,morang,112
8327,SAGARMATHA BOARDING SECONDARY SCHOOL,morang,112
8332,KOSHI VIDYA MANDIR SECONDARY SCHOOL,morang,112
8333,SHIKSHA SANDESH ENGLISH SECONDARY SCHOOL,morang,112
8334,LAXMI SECONDARY SCHOOL,morang,112
8335,HARAICHA MODEL ENGLISH SECONDARY SCHOOL,morang,112
8336,PANCHAYAT SECONDARY SCHOOL,morang,112
8337,PARAGON ACADEMY SECONDARY SCHOOL,morang,112
539,DEDRAJ SEWALI DEVI TODI D A V VISHWABHARATI SECONDARY SC,morang,112
8338,HOLY CHILD ENGLISH SECONDARY SCHOOL,morang,112
8339,MINILAND ENGLISH BOARDING SECONDARY SCHOOL,morang,112
8340,VIDYAJYOTI BOARDING SECONDARY SCHOOL,morang,112
8341,ARPAN ENGLISH SECONDARY SCHOOL,morang,112
8342,TENDER FEET BOARDING SECONDARY SCHOOL,morang,112
8343,SABITRI SECONDARY SCHOOL,morang,112
8344,LETANG GREEN VALLEY ACADEMY,morang,112
8345,SHIKSHA BIKASH SECONDARY SCHOOL,morang,112
8346,BIRAT BAHIRA SECONDARY SCHOOL,morang,112
8347,SHIKSHA BIKASH SECONDARY SCHOOL,morang,112
8348,PEARL ACADEMY ENGLISH SECONDARY SCHOOL,morang,112
8349,MOUNT MAKALU ENGLISH BOARDING SECONDARY SCHOOL,morang,112
8350,DAMRABHITTA ENGLISH SECONDARY SCHOOL,morang,112
8351,BAL KALYAN VIDHYA MANDIR SECONDARY SCHOOL,morang,112
8353,ST. MARY S SECONDARY SCHOOL,morang,112
8354,LAXMI NARAYAN BED BIDHASHRAM AWASIY SANSKRIT SECONDAR,morang,112
8358,JANAK MEMORIAL BOARDING SECONDARY SCHOOL,morang,112
8359,DURGA SECONDARY SCHOOL,morang,112
8360,RASTRANIRMAN BOARDING SECONDARY SCHOOL,morang,112
8361,LAXMI SECONDARY SCHOOL,morang,112
8362,AZALEA BOARDING SECONDARY SCHOOL,morang,112
8363,SHREE SINGHADEVI ACADEMY,morang,112
8364,XAVIERS ENGLISH SCHOOL,morang,112
8365,JANATA SCONDARY SCHOOL,morang,112
8366,KARMAVEEVR MA. VI.,morang,112
8367,SARBAJANIK SECONDARY SCHOOL,morang,112
8368,MORANG MARIGOLD ANGREJI HIGH SCHOOL,morang,112
8370,RISING NEPAL SECONDARY BOARDING SCHOOL,morang,112
601,ADARSHA SECONDARY SCHOOL,sunsari,113
602,HARINAGARA SECONDARY SCHOOL,sunsari,113
603,DHARAN ADARSHA BOARDING SECONDARY SCHOOL,sunsari,113
604,VIJAYAPUR SECONDARY SCHOOL,sunsari,113
605,SARASWATI SECONDARY SCHOOL,sunsari,113
606,GODAWARI VIDYA MANDIR SECONDARY SCHOOL,sunsari,113
607,KASTURI SECONDARY SCHOOL,sunsari,113
608,DHARAN SECONDARY SCHOOL,sunsari,113
609,VISHWA ADARSHA SECONDARY SCHOOL,sunsari,113
610,BHADGAUN SINUWARI SECONDARY SCHOOL,sunsari,113
611,JANATA SECONDARY SCHOOL,sunsari,113
612,SHARADA BALIKA NAMUNA SECONDARY SCHOOL,sunsari,113
613,NAAST SECONDARY SCHOOL,sunsari,113
614,MAHENDRA SECONDARY SCHOOL,sunsari,113
615,ALPINE INTERNATIONAL MODEL SECONDARY SCHOOL,sunsari,113
616,SAGARMATHA SECONDARY SCHOOL,sunsari,113
617,NATIONAL ACADEMY SECONDARY SCHOOL,sunsari,113
618,JANASAHAYOG SECONDARY SCHOOL,sunsari,113
619,EUREKA RESIDENTIAL SECONDARY SCHOOL,sunsari,113
620,SHIKSHA NIKETAN SECONDARY SCHOOL,sunsari,113
621,SHARADA SECONDARY SCHOOL,sunsari,113
622,KOSHI SAINT JAMES RESIDENTIAL SECONDARY SCHOOL,sunsari,113
623,JANTA MULTIPLE CAMPUS,sunsari,113
624,PUBLIC HIGH SCHOOL,sunsari,113
625,PRABHAT ENGLISH BOARDING SECONDARY SCHOOL,sunsari,113
627,SUNSARI MULTIPLE COLLEGE SECONDARY SCHOOL,sunsari,113
628,SUMMIT SECONDARY SCHOOL,sunsari,113
629,PRAKASH SECONDARY SCHOOL,sunsari,113
630,BISHNU MEMORIAL SECONDARY SCHOOL,sunsari,113
631,DEPOT SECONDARY SCHOOL,sunsari,113
632,NAWAYUG ACADEMY SECONDARY SCHOOL,sunsari,113
633,RAM DHUNI  SECONDARY SCHOOL,sunsari,113
634,SARASWATI  SECONDARY SCHOOL,sunsari,113
635,KRISHNA  SECONDARY SCHOOL,sunsari,113
636,RAMSITA SECONDARY SCHOOL,sunsari,113
637,JANATA  SECONDARY SCHOOL,sunsari,113
639,PEACE ZONE AWASIYA SECONDARY SCHOOL,sunsari,113
640,ADARSHA SECONDARY SCHOOL,sunsari,113
641,JAGANNATH DED RAJ JANATA SECONDARY SCHOOL,sunsari,113
642,RASTRIYA SECONDARY SCHOOL,sunsari,113
643,CHANDRA SAN. SECONDARY SCHOOL,sunsari,113
644,BALKRISHNA SECONDARY SCHOOL,sunsari,113
645,SHARADA SECONDARY SCHOOL,sunsari,113
646,SHREE SECONDARY SCHOOL,sunsari,113
647,PANCHAYAT SECONDARY SCHOOL,sunsari,113
648,BHALDHUNGA SECONDARY SCHOOL,sunsari,113
649,SHIKSHA SADAN SECONDARY SCHOOL,sunsari,113
650,GYANODAYA SECONDARY SCHOOL,sunsari,113
651,SHARADA SECONDARY SCHOOL,sunsari,113
652,LABORATORY SECONDARY SCHOOL,sunsari,113
653,AMAR SINGH SECONDARY SCHOOL,sunsari,113
654,PURWANCHAL BOARDING SECONDARY SCHOOL,sunsari,113
