school-code,ng,E,D,D+,C,C+,B,B+,A,A+,total,class,year
2785,0,2,0,0,0,3,22,40,14,1,82,12,2077
2786,0,13,0,0,0,20,197,170,28,2,430,12,2077
2787,0,1,0,0,1,14,43,59,26,3,147,12,2077
2790,0,10,0,0,0,0,11,62,108,19,210,12,2077
2791,0,11,0,0,0,16,58,48,10,0,143,12,2077
2792,0,8,0,0,2,16,46,13,0,0,85,12,2077
2793,0,1,0,0,1,3,19,3,0,0,27,12,2077
2794,0,7,0,0,0,6,29,28,33,6,109,12,2077
2795,0,9,0,0,1,26,157,164,51,6,414,12,2077
2797,0,12,0,0,1,20,68,55,18,1,175,12,2077
2798,0,1,0,0,0,4,10,1,0,0,16,12,2077
2799,0,10,0,0,1,10,58,105,62,3,249,12,2077
2801,0,18,0,1,8,50,100,19,4,1,201,12,2077
2803,0,6,0,0,2,40,82,30,3,1,164,12,2077
2804,0,1,0,0,5,3,7,2,0,0,18,12,2077
2805,0,2,0,0,2,10,11,6,2,0,33,12,2077
2806,0,3,0,0,1,33,32,4,0,0,73,12,2077
2807,0,2,0,0,1,8,34,3,0,0,48,12,2077
2808,0,4,0,0,0,17,17,8,0,0,46,12,2077
2809,0,0,0,0,0,7,9,12,2,0,30,12,2077
2810,0,3,0,0,8,17,10,0,0,0,38,12,2077
2811,0,3,0,0,1,5,15,6,1,0,31,12,2077
2812,0,1,0,0,2,7,7,1,0,0,18,12,2077
2813,0,1,0,0,0,5,4,0,0,0,10,12,2077
2814,0,0,0,0,0,2,11,5,0,0,18,12,2077
2815,0,0,0,0,1,3,8,1,0,0,13,12,2077
2816,0,0,0,0,0,3,21,4,1,0,29,12,2077
2817,0,2,0,0,1,3,19,5,0,0,30,12,2077
2818,0,2,0,0,0,3,14,12,2,1,34,12,2077
2819,0,0,0,0,1,5,15,2,0,0,23,12,2077
2820,0,5,0,0,3,27,12,1,0,0,48,12,2077
2821,0,2,0,0,1,21,25,4,0,0,53,12,2077
2822,0,3,0,0,0,4,15,8,1,0,31,12,2077
2823,0,1,0,0,0,0,5,7,3,0,16,12,2077
2824,0,6,0,0,2,46,36,6,1,0,97,12,2077
2825,0,0,0,0,0,0,2,12,0,0,14,12,2077
2826,0,0,0,0,0,0,5,1,0,0,6,12,2077
2827,0,0,0,0,0,1,2,1,1,0,5,12,2077
2828,0,1,0,0,0,3,15,6,2,0,27,12,2077
2829,0,4,0,0,0,16,30,6,0,0,56,12,2077
2830,0,1,0,0,0,0,13,8,0,0,22,12,2077
2831,0,3,0,0,0,4,8,2,0,0,17,12,2077
2832,0,1,0,0,1,18,31,5,0,0,56,12,2077
2833,0,0,0,0,0,0,0,2,0,0,2,12,2077
2834,0,0,0,0,0,8,15,11,2,0,36,12,2077
2835,0,0,0,0,0,5,20,3,0,0,28,12,2077
2836,0,0,0,0,0,2,9,4,1,0,16,12,2077
2837,0,2,0,0,0,0,11,11,0,0,24,12,2077
2838,0,1,0,0,0,2,11,9,3,0,26,12,2077
2839,0,0,0,0,1,11,15,3,0,0,30,12,2077
2840,0,2,0,0,0,13,19,8,1,1,44,12,2077
2841,0,4,0,0,0,6,12,0,0,0,22,12,2077
2842,0,0,0,0,0,16,13,1,0,0,30,12,2077
2843,0,1,0,0,0,11,22,3,1,0,38,12,2077
2844,0,0,0,0,0,0,3,1,0,0,4,12,2077
2845,0,1,0,0,1,1,6,10,0,0,19,12,2077
2846,0,15,0,0,0,5,15,1,0,0,36,12,2077
2847,0,2,0,0,0,0,0,0,0,0,2,12,2077
2848,0,4,0,0,1,5,23,7,1,0,41,12,2077
2849,0,0,0,0,0,1,7,3,0,0,11,12,2077
2850,0,1,0,0,0,0,2,3,0,0,6,12,2077
2851,0,1,0,0,0,2,17,2,0,0,22,12,2077
2852,0,0,0,0,0,2,9,0,0,0,11,12,2077
2853,0,2,0,0,0,2,7,2,0,0,13,12,2077
2854,0,1,0,0,0,1,5,12,0,0,19,12,2077
2855,0,3,0,0,0,0,1,6,0,0,10,12,2077
2901,0,4,0,0,0,8,51,19,0,0,82,12,2077
2902,0,2,0,0,0,3,20,12,0,0,37,12,2077
2903,0,3,0,0,0,16,23,2,0,0,44,12,2077
2904,0,8,0,0,0,1,19,8,0,0,36,12,2077
2905,0,0,0,0,0,3,3,0,0,0,6,12,2077
2906,0,1,0,0,0,2,4,2,0,0,9,12,2077
2907,0,5,0,0,1,13,4,0,0,0,23,12,2077
2908,0,1,0,0,0,2,4,0,0,0,7,12,2077
2909,0,0,0,0,0,3,10,7,0,0,20,12,2077
2910,0,5,0,0,0,21,38,3,0,0,67,12,2077
3001,0,21,0,0,10,126,183,74,21,1,436,12,2077
3003,0,1,0,0,0,3,47,16,2,0,69,12,2077
3004,0,2,0,0,1,19,17,3,0,0,42,12,2077
3005,0,0,0,0,1,2,19,3,0,0,25,12,2077
3006,0,3,0,0,9,24,35,17,4,0,92,12,2077
3007,0,3,0,0,1,20,32,4,0,0,60,12,2077
3008,0,13,0,0,11,45,37,5,0,0,111,12,2077
3009,0,1,0,0,1,27,25,4,1,0,59,12,2077
3010,0,5,0,0,1,10,33,36,13,1,99,12,2077
3011,0,0,0,0,1,3,15,3,0,0,22,12,2077
3012,0,2,0,0,0,5,12,1,0,0,20,12,2077
3013,0,9,0,0,2,36,63,6,0,0,116,12,2077
3014,0,7,0,0,2,38,73,29,3,1,153,12,2077
3015,0,1,0,0,0,1,6,6,6,0,20,12,2077
3016,0,4,0,0,0,8,58,56,10,1,137,12,2077
3017,0,39,0,0,1,11,41,15,0,0,107,12,2077
3018,0,3,0,0,0,1,25,5,4,0,38,12,2077
3019,0,6,0,0,0,14,11,1,0,0,32,12,2077
3020,0,0,0,0,0,0,10,11,0,0,21,12,2077
3021,0,2,0,0,0,1,16,17,2,0,38,12,2077
3022,0,2,0,0,0,10,39,13,0,0,64,12,2077
3023,0,23,0,0,0,4,14,8,1,0,50,12,2077
3024,0,6,0,0,0,27,23,2,0,0,58,12,2077
3025,0,1,0,0,1,8,20,10,1,0,41,12,2077
3026,0,2,0,0,0,1,22,23,0,0,48,12,2077
3027,0,5,0,0,0,0,21,12,0,0,38,12,2077
3028,0,4,0,0,0,8,21,8,1,0,42,12,2077
3029,0,3,0,0,1,23,9,4,1,0,41,12,2077
3030,0,3,0,0,0,1,9,3,0,0,16,12,2077
3031,0,3,0,0,1,7,16,4,0,0,31,12,2077
3032,0,2,0,0,0,7,10,1,0,0,20,12,2077
3033,0,1,0,0,0,3,11,5,0,0,20,12,2077
3034,0,1,0,0,0,7,31,8,0,0,47,12,2077
3035,0,2,0,0,1,11,23,4,0,0,41,12,2077
3036,0,2,0,0,0,2,11,0,0,0,15,12,2077
3037,0,0,0,0,1,4,3,1,0,0,9,12,2077
3038,0,0,0,0,0,0,14,2,0,0,16,12,2077
3039,0,5,0,0,0,0,17,15,0,0,37,12,2077
3040,0,0,0,0,0,6,20,0,0,0,26,12,2077
3041,0,1,0,0,1,2,17,2,0,0,23,12,2077
3042,0,0,0,0,0,2,6,5,0,0,13,12,2077
3043,0,2,0,0,0,11,24,1,0,0,38,12,2077
3044,0,0,0,0,0,3,18,4,0,0,25,12,2077
3045,0,1,0,0,0,12,16,0,0,0,29,12,2077
3046,0,1,0,0,0,2,29,5,0,0,37,12,2077
3047,0,1,0,0,0,0,4,27,1,0,33,12,2077
3048,0,1,0,0,0,4,10,8,1,0,24,12,2077
3049,0,1,0,0,0,0,30,8,1,0,40,12,2077
3050,0,1,0,0,0,7,23,0,0,0,31,12,2077
3051,0,1,0,0,0,15,23,7,1,0,47,12,2077
3052,0,0,0,0,0,0,3,6,1,0,10,12,2077
3053,0,0,0,0,0,6,13,10,0,0,29,12,2077
3054,0,5,0,0,0,18,30,12,0,0,65,12,2077
3055,0,1,0,0,0,1,9,4,0,0,15,12,2077
3056,0,1,0,0,0,4,25,13,5,0,48,12,2077
3057,0,0,0,0,0,0,10,6,1,0,17,12,2077
3058,0,1,0,0,0,2,16,20,7,2,48,12,2077
3059,0,0,0,0,0,5,9,0,0,0,14,12,2077
3060,0,2,0,0,0,0,5,4,0,0,11,12,2077
3061,0,0,0,0,0,10,25,13,0,0,48,12,2077
3062,0,1,0,0,0,1,10,4,0,0,16,12,2077
3063,0,0,0,0,0,2,10,1,0,0,13,12,2077
3064,0,0,0,0,0,4,9,3,0,0,16,12,2077
3065,0,0,0,0,0,5,7,0,0,0,12,12,2077
3066,0,2,0,0,0,1,13,9,1,0,26,12,2077
3101,0,24,0,5,42,122,83,12,0,0,288,12,2077
3102,0,111,0,4,81,346,375,140,36,3,1096,12,2077
3103,0,40,0,0,5,73,286,389,267,63,1123,12,2077
3104,0,1,0,0,0,6,30,10,0,0,47,12,2077
3105,0,1,0,0,1,8,24,7,0,0,41,12,2077
3106,0,6,0,3,14,26,4,3,0,0,56,12,2077
3109,0,3,0,0,0,11,29,28,7,0,78,12,2077
3110,0,5,0,0,0,1,19,24,9,0,58,12,2077
3113,0,5,0,0,0,24,112,18,0,0,159,12,2077
3114,0,3,0,0,2,11,11,5,2,0,34,12,2077
3115,0,4,0,1,0,14,48,9,1,0,77,12,2077
3116,0,10,0,0,6,49,71,11,0,0,147,12,2077
3117,0,2,0,0,0,3,30,19,2,1,57,12,2077
3118,0,0,0,0,0,7,46,10,0,0,63,12,2077
3119,0,1,0,1,13,16,27,10,1,0,69,12,2077
3120,0,12,0,0,6,27,63,42,8,0,158,12,2077
3121,0,7,0,0,2,33,45,6,0,0,93,12,2077
3122,0,11,0,0,1,11,46,15,0,0,84,12,2077
3123,0,3,0,0,1,9,47,13,1,0,74,12,2077
3124,0,0,0,0,0,3,8,0,0,0,11,12,2077
3125,0,16,0,0,0,3,3,4,0,0,26,12,2077
3126,0,0,0,0,0,1,2,4,1,1,9,12,2077
3127,0,4,0,0,1,24,30,5,0,0,64,12,2077
3128,0,2,0,0,0,2,19,6,0,0,29,12,2077
3129,0,2,0,0,0,18,11,2,1,0,34,12,2077
3130,0,0,0,0,2,6,11,7,0,0,26,12,2077
3131,0,1,0,0,0,0,15,11,0,0,27,12,2077
3132,0,0,0,0,0,2,15,10,0,0,27,12,2077
3133,0,0,0,0,0,12,22,11,3,0,48,12,2077
3134,0,5,0,0,2,10,28,10,0,0,55,12,2077
3135,0,5,0,0,1,14,26,8,1,0,55,12,2077
3136,0,3,0,0,0,2,1,1,0,0,7,12,2077
3137,0,5,0,0,1,10,17,13,0,0,46,12,2077
3138,0,3,0,0,6,52,35,9,2,0,107,12,2077
3139,0,0,0,0,0,4,13,4,0,0,21,12,2077
3140,0,0,0,0,0,2,2,0,0,0,4,12,2077
3141,0,3,0,0,1,20,20,1,0,0,45,12,2077
3142,0,0,0,0,0,7,11,3,0,0,21,12,2077
3147,0,0,0,0,0,2,11,0,0,0,13,12,2077
3148,0,0,0,0,0,3,10,7,0,0,20,12,2077
3201,0,3,0,0,0,4,31,31,0,0,69,12,2077
3202,0,26,0,1,1,41,137,69,5,0,280,12,2077
3203,0,32,0,0,9,75,178,64,2,0,360,12,2077
3204,0,2,0,0,1,5,17,43,17,0,85,12,2077
3206,0,12,0,0,0,0,27,46,19,1,105,12,2077
3207,0,6,0,0,2,8,45,43,8,0,112,12,2077
3208,0,2,0,0,0,0,12,6,0,0,20,12,2077
3209,0,18,0,0,0,7,60,148,34,0,267,12,2077
3210,0,11,0,0,0,33,73,31,7,1,156,12,2077
3211,0,14,0,0,0,5,76,73,14,0,182,12,2077
3212,0,20,0,0,0,8,62,107,11,0,208,12,2077
3213,0,2,0,0,0,4,21,10,0,0,37,12,2077
3214,0,13,0,0,0,4,47,22,2,0,88,12,2077
3215,0,6,0,0,0,13,83,43,2,0,147,12,2077
3216,0,16,0,0,0,4,43,60,25,1,149,12,2077
3217,0,2,0,0,0,16,40,11,0,0,69,12,2077
3218,0,3,0,0,0,6,35,9,0,0,53,12,2077
3219,0,1,0,0,0,0,3,0,0,0,4,12,2077
3220,0,9,0,0,0,1,19,16,0,0,45,12,2077
3221,0,6,0,0,0,0,8,27,0,0,41,12,2077
3222,0,10,0,0,0,0,21,37,7,0,75,12,2077
3223,0,3,0,0,0,5,19,33,0,0,60,12,2077
3224,0,3,0,0,0,3,29,13,1,0,49,12,2077
3225,0,2,0,0,0,0,1,16,7,0,26,12,2077
3226,0,6,0,0,0,0,16,31,2,0,55,12,2077
3227,0,5,0,0,0,2,21,29,0,0,57,12,2077
3228,0,11,0,0,0,18,59,8,0,0,96,12,2077
3229,0,1,0,0,0,4,11,8,0,0,24,12,2077
3230,0,1,0,0,0,1,1,19,2,0,24,12,2077
3231,0,5,0,1,1,22,25,4,0,0,58,12,2077
3232,0,1,0,0,0,10,32,3,0,0,46,12,2077
3233,0,15,0,0,0,9,61,56,0,0,141,12,2077
3234,0,9,0,0,0,7,39,1,0,0,56,12,2077
3235,0,5,0,0,0,1,27,30,4,0,67,12,2077
3236,0,2,0,0,1,13,35,17,0,0,68,12,2077
3237,0,4,0,0,0,2,21,6,0,0,33,12,2077
3238,0,0,0,0,0,0,14,11,0,0,25,12,2077
3239,0,0,0,0,0,0,6,35,43,3,87,12,2077
3240,0,1,0,0,1,1,12,22,4,2,43,12,2077
3241,0,25,0,0,0,3,27,70,4,0,129,12,2077
3242,0,7,0,0,0,1,29,6,1,0,44,12,2077
3243,0,1,0,0,0,0,7,16,0,0,24,12,2077
3245,0,2,0,0,0,0,10,27,11,0,50,12,2077
3246,0,3,0,0,0,0,2,10,3,0,18,12,2077
3248,0,2,0,0,0,0,14,22,0,0,38,12,2077
3249,0,3,0,0,0,1,4,10,1,0,19,12,2077
3252,0,5,0,0,0,0,17,26,0,0,48,12,2077
3301,0,2,0,0,1,6,42,20,0,0,71,12,2077
3302,0,2,0,0,2,11,33,32,13,2,95,12,2077
3303,0,4,0,0,6,32,11,4,1,0,58,12,2077
3304,0,14,0,0,1,28,77,67,14,0,201,12,2077
3305,0,12,0,0,21,67,104,33,1,0,238,12,2077
3307,0,2,0,0,2,13,27,5,1,0,50,12,2077
3308,0,3,0,0,1,24,56,16,0,0,100,12,2077
3309,0,3,0,0,0,8,34,25,1,0,71,12,2077
3310,0,3,0,0,1,4,18,8,0,0,34,12,2077
3311,0,1,0,0,0,0,0,1,0,0,2,12,2077
3312,0,3,0,0,0,2,19,11,0,0,35,12,2077
3313,0,3,0,0,0,8,29,11,0,0,51,12,2077
3314,0,1,0,0,0,1,4,1,0,0,7,12,2077
3315,0,1,0,0,0,5,10,9,0,0,25,12,2077
3316,0,5,0,0,0,10,34,8,0,0,57,12,2077
3318,0,16,0,0,1,6,21,5,0,0,49,12,2077
3319,0,6,0,0,0,10,37,32,4,0,89,12,2077
3321,0,2,0,0,0,5,22,8,1,0,38,12,2077
3322,0,6,0,0,0,6,26,5,2,0,45,12,2077
3323,0,3,0,0,5,21,17,4,0,0,50,12,2077
3324,0,0,0,0,7,15,2,1,0,0,25,12,2077
3325,0,5,0,0,3,19,25,3,0,0,55,12,2077
3326,0,3,0,0,0,9,22,4,0,0,38,12,2077
3327,0,5,0,0,0,2,24,19,0,0,50,12,2077
3329,0,11,0,0,3,20,16,3,0,0,53,12,2077
3330,0,5,0,0,3,34,64,9,1,0,116,12,2077
3331,0,0,0,0,1,7,19,1,0,0,28,12,2077
3332,0,0,0,0,0,1,11,3,0,0,15,12,2077
3333,0,1,0,0,0,10,18,1,0,0,30,12,2077
3334,0,12,0,0,0,21,29,14,1,0,77,12,2077
3335,0,2,0,0,4,9,3,0,0,0,18,12,2077
3336,0,1,0,0,0,2,13,4,0,0,20,12,2077
3337,0,4,0,0,0,27,66,11,1,0,109,12,2077
3338,0,0,0,0,0,0,3,0,0,0,3,12,2077
3339,0,4,0,0,0,7,31,6,0,0,48,12,2077
3340,0,1,0,0,0,10,9,2,0,0,22,12,2077
3341,0,0,0,0,0,6,5,1,0,0,12,12,2077
3342,0,2,0,0,7,11,9,5,1,0,35,12,2077
3343,0,3,0,0,0,0,0,0,0,0,3,12,2077
3344,0,2,0,0,0,12,11,1,0,0,26,12,2077
3345,0,1,0,0,1,4,29,10,0,0,45,12,2077
3346,0,4,0,0,0,13,13,2,0,0,32,12,2077
3347,0,4,0,0,0,1,5,1,0,0,11,12,2077
3348,0,8,0,0,0,6,25,4,0,0,43,12,2077
3349,0,0,0,0,0,0,8,6,0,0,14,12,2077
3350,0,3,0,0,0,14,67,7,0,0,91,12,2077
3351,0,2,0,0,4,14,11,0,0,0,31,12,2077
3352,0,0,0,0,0,2,27,28,18,0,75,12,2077
3353,0,0,0,0,0,0,16,12,0,0,28,12,2077
3354,0,1,0,0,6,16,33,19,7,0,82,12,2077
3355,0,0,0,0,0,4,9,6,1,0,20,12,2077
3356,0,2,0,0,0,0,8,0,0,0,10,12,2077
3401,0,6,0,0,0,5,62,157,80,7,317,12,2077
3402,0,75,0,0,9,71,151,153,37,1,497,12,2077
3403,0,0,0,0,0,5,15,16,4,0,40,12,2077
3405,0,12,0,0,20,88,198,232,92,7,649,12,2077
3406,0,2,0,0,5,53,109,68,7,0,244,12,2077
3407,0,3,0,0,6,48,121,63,7,0,248,12,2077
3410,0,2,0,0,0,8,23,4,0,0,37,12,2077
3411,0,4,0,0,0,0,24,25,0,0,53,12,2077
3412,0,8,0,0,1,30,65,15,3,0,122,12,2077
3413,0,5,0,0,0,12,19,0,0,0,36,12,2077
3414,0,4,0,0,0,9,29,6,0,0,48,12,2077
3415,0,8,0,3,38,50,7,2,0,0,108,12,2077
3416,0,1,0,0,0,7,27,14,0,0,49,12,2077
3417,0,1,0,0,0,12,20,5,1,0,39,12,2077
3418,0,2,0,0,0,7,18,14,4,2,47,12,2077
3419,0,2,0,0,0,8,21,2,0,0,33,12,2077
3420,0,5,0,0,0,7,16,10,0,0,38,12,2077
3421,0,1,0,0,2,13,26,24,7,0,73,12,2077
3422,0,0,0,0,0,10,7,0,0,0,17,12,2077
3423,0,5,0,0,3,21,48,47,12,0,136,12,2077
3424,0,6,0,0,8,47,68,28,12,0,169,12,2077
3425,0,3,0,0,1,4,5,3,0,0,16,12,2077
3426,0,3,0,0,0,5,35,13,0,0,56,12,2077
3427,0,6,0,0,0,16,24,19,3,0,68,12,2077
3428,0,0,0,0,3,7,10,2,0,0,22,12,2077
3430,0,1,0,0,1,10,9,0,0,0,21,12,2077
3432,0,8,0,0,7,34,111,70,25,1,256,12,2077
3433,0,0,0,0,0,3,8,9,1,0,21,12,2077
3434,0,1,0,0,0,4,20,24,4,0,53,12,2077
3435,0,0,0,0,0,0,0,0,0,0,0,12,2077
3436,0,4,0,0,0,0,9,38,41,4,96,12,2077
3439,0,3,0,0,0,6,21,24,3,0,57,12,2077
3440,0,10,0,0,0,0,12,43,23,7,95,12,2077
3441,0,4,0,0,0,0,7,88,68,3,170,12,2077
3443,0,1,0,0,0,1,6,10,0,0,18,12,2077
3444,0,2,0,0,0,15,9,2,1,0,29,12,2077
3445,0,0,0,0,0,1,3,5,0,0,9,12,2077
3446,0,2,0,0,2,3,1,0,0,0,8,12,2077
3447,0,0,0,0,0,1,1,1,0,0,3,12,2077
3449,0,1,0,0,0,0,0,0,1,0,2,12,2077
3450,0,3,0,0,0,0,11,6,0,0,20,12,2077
3452,0,4,0,0,0,5,23,18,5,0,55,12,2077
3453,0,0,0,0,0,0,0,0,0,0,0,12,2077
3454,0,17,0,0,1,9,44,35,2,1,109,12,2077
3457,0,0,0,0,0,0,0,0,0,0,0,12,2077
3458,0,0,0,0,0,3,3,1,0,0,7,12,2077
3459,0,0,0,0,0,3,0,0,0,0,3,12,2077
3460,0,3,0,0,0,2,11,5,2,0,23,12,2077
3461,0,0,0,0,0,0,0,0,1,0,1,12,2077
3462,0,2,0,0,0,4,6,2,0,0,14,12,2077
3464,0,0,0,0,1,2,0,2,0,0,5,12,2077
3465,0,2,0,0,3,29,32,2,0,0,68,12,2077
3466,0,1,0,0,0,5,16,3,0,0,25,12,2077
3467,0,2,0,0,0,8,17,6,0,0,33,12,2077
3471,0,1,0,0,0,0,1,16,52,8,78,12,2077
3472,0,1,0,0,0,6,12,11,3,0,33,12,2077
3473,0,3,0,0,4,21,8,0,0,0,36,12,2077
3474,0,3,0,0,0,4,14,10,0,0,31,12,2077
3475,0,1,0,0,0,0,12,8,0,0,21,12,2077
3476,0,1,0,0,0,1,16,8,0,0,26,12,2077
3501,0,17,0,0,6,35,67,13,0,0,138,12,2077
3503,0,3,0,0,0,1,26,188,212,44,474,12,2077
3504,0,2,0,0,0,5,40,45,11,0,103,12,2077
3507,0,11,0,0,10,71,110,15,0,0,217,12,2077
3508,0,1,0,0,3,24,26,8,1,0,63,12,2077
3509,0,3,0,0,2,8,33,13,1,0,60,12,2077
3510,0,29,0,0,24,174,259,65,4,0,555,12,2077
3513,0,40,0,0,12,87,126,89,10,0,364,12,2077
3514,0,5,0,0,16,54,32,5,1,0,113,12,2077
3515,0,15,0,0,5,37,83,41,2,0,183,12,2077
3516,0,0,0,0,0,0,4,9,0,0,13,12,2077
3517,0,2,0,0,0,12,42,90,42,16,204,12,2077
3518,0,2,0,0,0,0,4,20,16,4,46,12,2077
3519,0,3,0,0,0,14,42,17,2,0,78,12,2077
3520,0,2,0,0,1,16,20,6,0,0,45,12,2077
3522,0,4,0,0,1,8,29,149,199,45,435,12,2077
3524,0,3,0,0,0,4,25,8,1,0,41,12,2077
3525,0,5,0,0,0,6,48,38,6,0,103,12,2077
3526,0,2,0,0,0,4,64,50,5,0,125,12,2077
3527,0,19,0,0,18,69,76,30,4,0,216,12,2077
3528,0,19,0,1,19,115,135,27,4,0,320,12,2077
3529,0,2,0,0,1,24,44,10,6,0,87,12,2077
3530,0,0,0,0,0,1,15,6,2,0,24,12,2077
3531,0,0,0,0,0,13,47,9,1,0,70,12,2077
3532,0,15,0,1,21,74,169,103,56,3,442,12,2077
3533,0,0,0,0,0,1,13,80,87,10,191,12,2077
3534,0,2,0,0,2,38,87,21,6,0,156,12,2077
3535,0,3,0,0,4,25,24,9,1,0,66,12,2077
3536,0,5,0,0,0,0,14,21,5,1,46,12,2077
3537,0,5,0,0,0,1,21,41,5,1,74,12,2077
3539,0,23,0,0,0,9,80,19,3,0,134,12,2077
3540,0,1,0,0,0,4,21,5,7,0,38,12,2077
3541,0,2,0,0,0,3,34,14,4,0,57,12,2077
3542,0,5,0,0,0,13,114,239,107,18,496,12,2077
3544,0,2,0,0,0,3,6,4,3,0,18,12,2077
3545,0,0,0,0,0,5,58,15,0,0,78,12,2077
3546,0,9,0,0,1,33,81,38,13,1,176,12,2077
3547,0,5,0,0,0,3,36,104,77,14,239,12,2077
3548,0,0,0,0,1,20,16,1,2,0,40,12,2077
3549,0,2,0,0,0,0,0,1,20,22,45,12,2077
3550,0,0,0,0,1,26,42,17,10,0,96,12,2077
3551,0,2,0,0,1,18,18,3,0,0,42,12,2077
3552,0,3,0,0,2,13,63,42,8,1,132,12,2077
3553,0,14,0,0,2,47,154,69,6,0,292,12,2077
3554,0,10,0,0,2,11,54,11,2,0,90,12,2077
3555,0,4,0,0,0,18,94,15,2,0,133,12,2077
3556,0,7,0,0,1,19,38,8,1,0,74,12,2077
3557,0,0,0,0,0,0,1,1,2,0,4,12,2077
3558,0,5,0,0,0,0,15,230,570,119,939,12,2077
3559,0,3,0,0,0,0,15,129,110,28,285,12,2077
3560,0,3,0,0,1,12,56,29,4,3,108,12,2077
3561,0,1,0,0,3,15,21,4,0,0,44,12,2077
3562,0,1,0,0,0,17,10,8,1,0,37,12,2077
3563,0,6,0,0,0,5,36,9,0,0,56,12,2077
3564,0,1,0,0,0,5,34,13,3,0,56,12,2077
3565,0,1,0,0,0,10,43,9,4,0,67,12,2077
3566,0,3,0,0,0,1,28,2,0,0,34,12,2077
3568,0,1,0,0,0,1,16,27,18,2,65,12,2077
3569,0,0,0,0,2,5,17,14,2,1,41,12,2077
3570,0,1,0,0,0,14,72,15,2,0,104,12,2077
3571,0,0,0,0,0,0,12,7,1,0,20,12,2077
3572,0,0,0,0,0,1,8,5,0,0,14,12,2077
3573,0,3,0,0,0,2,6,10,1,0,22,12,2077
3574,0,2,0,0,0,7,13,5,0,0,27,12,2077
3575,0,0,0,0,0,0,0,3,8,0,11,12,2077
3576,0,1,0,0,0,1,19,8,4,0,33,12,2077
3577,0,2,0,0,1,17,63,15,1,0,99,12,2077
3578,0,1,0,0,0,1,19,176,277,74,548,12,2077
3579,0,4,0,0,0,0,10,142,137,29,322,12,2077
3580,0,0,0,0,0,0,4,8,7,1,20,12,2077
3581,0,4,0,0,0,1,27,129,75,5,241,12,2077
3582,0,3,0,0,0,16,11,5,1,0,36,12,2077
3583,0,0,0,0,0,5,6,5,0,0,16,12,2077
3584,0,1,0,0,0,1,6,0,0,0,8,12,2077
3585,0,0,0,0,0,0,2,3,0,0,5,12,2077
3586,0,0,0,0,0,0,0,8,5,1,14,12,2077
3587,0,0,0,0,0,1,6,10,9,1,27,12,2077
3588,0,0,0,0,0,0,0,4,11,1,16,12,2077
3589,0,2,0,0,0,0,8,42,58,14,124,12,2077
3590,0,1,0,0,0,0,7,52,23,4,87,12,2077
3591,0,18,0,0,0,0,5,30,42,3,98,12,2077
3593,0,0,0,0,0,0,1,10,21,6,38,12,2077
3599,0,0,0,0,0,0,0,4,12,3,19,12,2077
3601,0,2,0,0,3,11,12,2,0,0,30,12,2077
3602,0,3,0,0,0,7,18,4,0,0,32,12,2077
3603,0,7,0,0,0,22,52,8,0,0,89,12,2077
3604,0,7,0,2,26,88,42,9,1,0,175,12,2077
3605,0,3,0,1,2,42,40,5,1,0,94,12,2077
3606,0,2,0,0,0,12,27,3,0,0,44,12,2077
3607,0,3,0,0,8,27,8,1,1,0,48,12,2077
3608,0,0,0,0,0,8,16,6,2,0,32,12,2077
3609,0,0,0,0,1,14,33,8,1,1,58,12,2077
3610,0,4,0,0,0,12,49,24,2,0,91,12,2077
3611,0,0,0,0,2,10,18,3,0,0,33,12,2077
3612,0,2,0,0,0,4,15,12,1,0,34,12,2077
3613,0,2,0,0,0,2,16,2,0,0,22,12,2077
3614,0,4,0,0,7,57,39,6,1,0,114,12,2077
3615,0,2,0,0,1,18,12,5,1,0,39,12,2077
3616,0,3,0,0,3,18,16,2,0,0,42,12,2077
3617,0,1,0,0,0,10,15,1,0,0,27,12,2077
3618,0,2,0,0,4,26,25,3,0,0,60,12,2077
3619,0,2,0,0,4,26,14,3,0,0,49,12,2077
3620,0,5,0,0,2,22,62,6,2,0,99,12,2077
3621,0,1,0,0,0,13,17,1,0,0,32,12,2077
3622,0,6,0,0,0,17,33,4,0,0,60,12,2077
3623,0,5,0,0,0,9,11,0,0,0,25,12,2077
3624,0,0,0,0,0,0,6,3,0,0,9,12,2077
3625,0,2,0,0,0,5,24,4,0,0,35,12,2077
3626,0,2,0,0,0,0,7,5,0,0,14,12,2077
3627,0,2,0,0,0,4,10,1,0,0,17,12,2077
3628,0,2,0,0,0,9,27,6,2,0,46,12,2077
3629,0,0,0,0,1,11,4,0,0,0,16,12,2077
3630,0,4,0,0,2,7,4,0,0,0,17,12,2077
3631,0,0,0,0,0,10,9,0,0,0,19,12,2077
3632,0,0,0,0,8,21,10,0,0,0,39,12,2077
3633,0,2,0,0,1,15,20,8,0,0,46,12,2077
3634,0,2,0,0,0,5,35,9,0,0,51,12,2077
3635,0,1,0,0,0,4,17,1,0,0,23,12,2077
3636,0,6,0,0,1,18,8,2,0,0,35,12,2077
3637,0,0,0,0,0,5,5,0,0,0,10,12,2077
3638,0,4,0,0,0,19,6,2,0,0,31,12,2077
3639,0,2,0,0,0,7,11,10,1,0,31,12,2077
3640,0,0,0,0,0,0,1,4,0,0,5,12,2077
3641,0,0,0,0,0,3,6,0,0,0,9,12,2077
3642,0,3,0,0,1,3,12,3,0,0,22,12,2077
