neb_code,school_name,district
4710,UDBUDDHA SECONDARY SCHOOL,PALPA
4711,MILLENNIUM SECONDARY SCHOOL,PALPA
4712,KISAN SECONDARY SCHOOL,PALPA
4713,TRIBHUWAN SECONDARY SCHOOL,PALPA
4714,BHAIRAB JANATA SECONDARY SCHOOL,PALPA
4715,RAMBHA SECONDARY SCHOOL,PALPA
4716,PADMA PUBLIC MODEL SECONDARY SCHOOL,PALPA
4717,MOHAN KANYA SECONDARY SCHOOL,PALPA
4718,JANATA SECONDARY SCHOOL,PALPA
4719,MASYAM SECONDARY SCHOOL,PALPA
4720,DAMAKADA SECONDARY SCHOOL,PALPA
4721,BHAWANI SECONDARY SCHOOL,PALPA
4722,SAUBHAGYA SECONDARY SCHOOL,PALPA
4723,SEN SECONDARY SCHOOL,PALPA
4724,DOBHAN SECONDARY SCHOOL,PALPA
4725,DIVYA JYOTI SECONDARY SCHOOL,PALPA
4726,SARASWATI SECONDARY SCHOOL,PALPA
4727,MATRIBHUMI SECONDARY SCHOOL,PALPA
4728,BED SECONDARY SCHOOL,PALPA
4729,VISHNU SECONDARY SCHOOL,PALPA
4730,DARAITHATI SECONDARY SCHOOL,PALPA
4731,RAM TULASI SECONDARY SCHOOL,PALPA
4732,NEW HORIZON AWASIYA SECONDARY SCHOOL,PALPA
4733,LAXMI SECONDARY SCHOOL,PALPA
4734,GAURI SHANKAR SECONDARY SCHOOL,PALPA
4735,RAM SECONDARY SCHOOL,PALPA
4736,JANAKALYAN SECONDARY SCHOOL,PALPA
4737,GANGA SECONDARY SCHOOL,PALPA
4738,BHANUBHAKTA SECONDARY SCHOOL,PALPA
4739,GANAPATI SECONDARY SCHOOL,PALPA
4740,JANAMARG SECONDARY SCHOOL,PALPA
4741,MAHENDRABODHI SECONDARY SCHOOL,PALPA
4742,RADHA KRISHNA SECONDARY SCHOOL,PALPA
4743,SARBODAYA SECONDARY SCHOOL,PALPA
4744,SHARADA SECONDARY SCHOOL,PALPA
4745,RAMPUR ENGLISH BOARDING SECONDARY SCHOOL,PALPA
4746,PALPA AWASIYA SECONDARY SCHOOL,PALPA
4747,"SHAMBHU SECONDARY SCHOOL, JHERUDI",PALPA
4748,GRAMYA SECONDARY SCHOOL,PALPA
4749,VED VEDANG SANSKRIT & SADHARAN SECONDARY SCHOOL,PALPA
4750,BHAGAWATI SECONDARY SCHOOL,PALPA
4751,SIDDHI SECONDARY SCHOOL,PALPA
4752,RAINA DEVI SECONDARY SCHOOL,PALPA
4753,JANAKALYAN SECONDARY SCHOOL,PALPA
4754,BHANUBHAKTA SECONDARY SCHOOL,PALPA
4755,SATPOKHAREE SECONDARY SCHOOL,PALPA
4756,CHANDRA SECONDARY SCHOOL,PALPA
4757,KALIKA SECONDARY SCHOOL,PALPA
4758,TILOTTAMA SECONDARY SCHOOL,PALPA
4759,SATYABATI SECONDARY SCHOOL,PALPA
4760,GANGA SECONDARY SCHOOL,PALPA
4761,KRISHNA SECONDARY SCHOOL,PALPA
4762,YUWA BARSHA SECONDARY SCHOOL,PALPA
4763,AMRIT PUBLIC SECONDARY SCHOOL,PALPA
4764,GAURADEVI SECONDARY SCHOOL,PALPA
4765,MANDALI SECONDARY  SCHOOL,PALPA
4766,NARAYAN SECONDARY SCHOOL,PALPA
4768,BHU. PU. SAINIK RISING ENGLISH SECONDARY SCHOOL,PALPA
4801,DEVCHULI SECONDARY SCHOOL,Nawalparasi East
4802,JANAK SECONDARY SCHOOL,Nawalparasi East
4803,TRIBHUVAN SECONDARY SCHOOL,Nawalparasi West
4805,KUMARWARTI CAMPUS,Nawalparasi East
4806,JANA JYOTI SECONDARY SCHOOL,Nawalparasi East
4807,JANATA SECONDARY SCHOOL,Nawalparasi East
4808,MAHAKAVI DEVKOTA SECONDARY SCHOOL,Nawalparasi West
4810,LUMBINI ADARSHA SECONDARY SCHOOL,Nawalparasi East
4811,SARASWATI SANSKRIT TATHA SADHARAN SECONDARY SCHOOL,Nawalparasi East
4812,TRIBHUWAN SECONDARY SCHOOL,Nawalparasi East
4813,NAWA JAGARAN SECONDARY SCHOOL,Nawalparasi East
4814,JANATA SECONDARY SCHOOL,Nawalparasi East
4815,OXFORD SECONDARY SCHOOL,Nawalparasi East
4816,LITTLE ANGELS' HIGH SCHOOL,Nawalparasi West
4817,SIDDHARTHA BOARDING SECONDARY SCHOOL,Nawalparasi East
4818,SOMNATH BABA SECONDARY SCHOOL,Nawalparasi West
4819,LUMBINI SECONDARY SCHOOL,Nawalparasi West
4820,DAUNNEDEVI SECONDARY SCHOOL,Nawalparasi West
4821,LAXMI SECONDARY SCHOOL,Nawalparasi East
4822,DIBYA JYOTI SECONDARY SCHOOL,Nawalparasi West
4824,ADARSHA ENGLISH BOARDING SECONDARY SCHOOL,Nawalparasi West
4825,DIPENDRA SECONDARY SCHOOL,Nawalparasi East
4826,NEW LIFE SECONDARY SCHOOL,Nawalparasi West
4827,GYANJYOTI ACADEMY SECONDARY SCHOOL,Nawalparasi West
4828,SHANTI NIKUNJA SECONDARY SCHOOL,Nawalparasi East
4829,JANATA SECONDARY SCHOOL,Nawalparasi East
4830,SARASWATI SECONDARY SCHOOL,Nawalparasi East
4831,DEDHAGAU SECONDARY SCHOOL,Nawalparasi East
4832,JANATA SECONDARY SCHOOL,Nawalparasi East
4833,KALIKA SECONDARY SCHOOL,Nawalparasi East
4834,KUMARWARTI SECONDARY SCHOOL,Nawalparasi East
4835,BHANUDAYA SECONDARY SCHOOL,Nawalparasi East
4836,SHIVA SECONDARY SCHOOL,Nawalparasi East
4837,PAWAN SECONDARY SCHOOL,Nawalparasi West
4838,JAGANNATH SECONDARY SCHOOL,Nawalparasi West
4839,SIDDHARTHA SECONDARY SCHOOL,Nawalparasi West
4840,SAYAPATRI ENGLISH SECONDARY SCHOOL,Nawalparasi West
4841,BAL BIKASH ENGLISH BOARDING SECONDARY SCHOOL,Nawalparasi East
4842,JEEVAN JYOTI SECONDARY SCHOOL,Nawalparasi East
4843,MADHYABINDU MULTIPLE CAMPUS,Nawalparasi East
4844,SURYA BHAKTA PATANADEVI MEMORIAL COLLEGE,Nawalparasi East
4845,KUMUDINI ENGLISH BOARDING SECONDARY SCHOOL,Nawalparasi West
4846,ADARSHA SECONDARY SCHOOL,Nawalparasi West
4847,RAJA MAHATMA PURNA BHADRA SECONDARY SCHOOL,Nawalparasi West
4848,ADARSHA SECONDARY SCHOOL,Nawalparasi West
4850,NEPAL SECONDARY SCHOOL,Nawalparasi East
4851,ADARSHA SECONDARY SCHOOL,Nawalparasi West
4852,GAINDAKOT NAMUNA SECONDARY SCHOOL,Nawalparasi East
4853,NEPAL LOK SEWA SECONDARY SCHOOL,Nawalparasi East
4854,RATNA RAJYA LAXMI SECONDARY SCHOOL,Nawalparasi East
4855,TRIBHUWAN BAL SECONDARY SCHOOL,Nawalparasi East
4856,SARASWATI SECONDARY SCHOOL,Nawalparasi East
4857,SARASWATI SECONDARY SCHOOL,Nawalparasi West
4858,SHREE GANGA SECONDARY SCHOOL,Nawalparasi West
4859,JANATA SECONDARY SCHOOL,Nawalparasi West
4860,BHIMSEN ADARSHA SECONDARY SCHOOL,Nawalparasi East
4861,NARAYANI GANDAKI SECONDARY SCHOOL,Nawalparasi East
4862,RASTRIYA SECONDARY SCHOOL,Nawalparasi West
4863,JANATA SECONDARY SCHOOL,Nawalparasi East
4864,BALMIKI SECONDARY SCHOOL,Nawalparasi West
4865,GYANODAYA SECONDARY SCHOOL,Nawalparasi East
4867,SAKURA MEMORIAL BOARDING ENGLISH SECONDARY SCHOOL,Nawalparasi West
4868,AMAR ENGLISH SECONDARY BOARDING SCHOOL,Nawalparasi East
4869,SARASWATI NIKETAN ENGLISH BOARDING SECONDARY SCHOOL,Nawalparasi East
4870,NAWALPUR ENGLISH BOARDING SECONDARY SCHOOL,Nawalparasi East
4872,CONTINENTAL ENGLISH BOARDING SECONDARY SCHOOL,Nawalparasi East
4873,JANATA SECONDARY SCHOOL,Nawalparasi East
4874,JANATA SECONDARY SCHOOL,Nawalparasi East
4875,VIJAYA SAMUDAYIK SIKSHASADAN,Nawalparasi East
4876,UJJWAL SHISHU ENGLISH SECONDARY SCHOOL,Nawalparasi East
4877,EX-ARMY ENGLISH SECONDARY SCHOOL,Nawalparasi West
4878,BLUE STAR ENGLISH SECONDARY SCHOOL,Nawalparasi East
4879,SHINING ENGLISH BOARDING SECONDARY SCHOOL,Nawalparasi East
4880,SHANTI NIKUNJA SECONDARY SCHOOL,Nawalparasi East
4881,JYOTI SECONDARY SCHOOL,Nawalparasi West
4882,JANATA SECONDARY SCHOOL,Nawalparasi East
4883,NITYANANDA RATNA K. SECONDARY SCHOOL,Nawalparasi West
4884,JANATA SECONDARY SCHOOL,Nawalparasi West
4885,JANATA SECONDARY SCHOOL,Nawalparasi West
4886,WAKWANI SECONDARY SCHOOL,Nawalparasi West
4887,JANAJAGRITI SECONDARY SCHOOL,Nawalparasi West
4888,AARUNGKHOLA SECONDARY  SCHOOL,Nawalparasi East
4889,CANAL CENTRE ENGLISH BOARDING SECONDARY SCHOOL,Nawalparasi West
4890,BASANT SECONDARY SCHOOL,Nawalparasi West
4891,SHREE SARASWATI SECONDARY SCHOOL,Nawalparasi East
4892,JANSEWA SECONDARY SCHOOL,Nawalparasi West
4893,KALIKA SANSKRIT VIDYAPEETH,Nawalparasi East
4894,KUMARWARTI ENGLISH SECONDARY SCHOOL,Nawalparasi East
4895,PRITHIVI SECONDARY SCHOOL,Nawalparasi East
4899,GYANODAYA SECONDARY SCHOOL,Nawalparasi East
4901,PHARSATIKAR SECONDARY SCHOOL,RUPANDEHI
4902,RUPANDEHI CAMPUS,RUPANDEHI
4903,MAHAMAYA BHAWANI SECONDARY SCHOOL,RUPANDEHI
4904,RAMMANI CAMPUS,RUPANDEHI
4905,TILOTTAMA SECONDARY SCHOOL,RUPANDEHI
4906,NEW HORIZON ENGLISH BOARDING SECONDARY SCHOOL,RUPANDEHI
4907,BHAIRAHAWA SECONDARY SCHOOL,RUPANDEHI
4908,SIDDHARTHA GAUTAM BUDDHA CAMPUS,RUPANDEHI
4909,BRIHASPATI SECONDARY SCHOOL,RUPANDEHI
4912,KERAWANI SECONDARY SCHOOL,RUPANDEHI
4913,ACHIEVERS  SECONDARY SCHOOL,RUPANDEHI
4914,SUN SHINE AWASIYA SECONDARY SCHOOL,RUPANDEHI
4915,PUBLIC SECONDARY SCHOOL,RUPANDEHI
4916,HARAIYA SECONDARY SCHOOL,RUPANDEHI
4917,RAMAPUR SECONDARY SCHOOL,RUPANDEHI
4918,GLORIOUS SECONDARY SCHOOL,RUPANDEHI
4919,ANNAPURNA SECONDARY SCHOOL,RUPANDEHI
4920,MANI MUKUNDA SECONDARY SCHOOL,RUPANDEHI
4921,NAWA RATNA SECONDARY SCHOOL,RUPANDEHI
4923,PARROHA SECONDARY SCHOOL,RUPANDEHI
4924,PASHUPATI SECONDARY SCHOOL,RUPANDEHI
4925,CANON SECONDARY SCHOOL,RUPANDEHI
4926,OXFORD ENGLISH BOARDING SECONDARY SCHOOL,RUPANDEHI
4927,PARAMOUNT BOARDING SECONDARY SCHOOL,RUPANDEHI
4928,NEW LIGHT BOARDING SECONDARY SCHOOL,RUPANDEHI
4929,LITTLE FLOWERS' ENGLISH SECONDARY SCHOOL,RUPANDEHI
4930,NEPAL NALANDA BOARDING SECONDARY SCHOOL,RUPANDEHI
4931,PASHUPATI SECONDARY SCHOOL,RUPANDEHI
4932,SHANKARNAGAR DURGADATTA SECONDARY SCHOOL,RUPANDEHI
4933,SHREE RAM NARESH YADAV SECONDARY SCHOOL,RUPANDEHI
4934,SURYAPURA SECONDARY SCHOOL,RUPANDEHI
4935,GAJEDI SECONDARY SCHOOL,RUPANDEHI
4936,TIKULIGADH SECONDARY SCHOOL,RUPANDEHI
4937,KANTI SECONDARY SCHOOL,RUPANDEHI
4938,MARCHABAR AADARSHA SECONDARY SCHOOL,RUPANDEHI
4939,GREEN PLANT BOARDING SECONDARY SCHOOL,RUPANDEHI
4940,SAGARMATHA SECONDARY BOARDING SCHOOL,RUPANDEHI
4941,SIDDHESWAR LAL KUMARI SECONDARY SCHOOL,RUPANDEHI
4942,JANATA SECONDARY SCHOOL,RUPANDEHI
4943,JANAJYOTI SECONDARY SCHOOL,RUPANDEHI
4944,SAI GLOBAL SECONDARY SCHOOL,RUPANDEHI
4945,NEW ENVIRONMENT ENGLISH SECONDARY SCHOOL,RUPANDEHI
4946,NAYAGAUN SECONDARY SCHOOL,RUPANDEHI
4947,KALIKA SECONDARY SCHOOL,RUPANDEHI
4948,MOTIPUR SECONDARY SCHOOL,RUPANDEHI
4949,SUNGABHA PUBLIC SECONDARY SCHOOL,RUPANDEHI
4950,KHUDABAGAR SECONDARY SCHOOL,RUPANDEHI
4951,BUDDHA ADARSHA SECONDARY SCHOOL,RUPANDEHI
4952,MANAVGYAN SECONDARY SCHOOL,RUPANDEHI
4953,LUMBINI GYANNIKETAN SECONDARY SCHOOL,RUPANDEHI
4954,RUDRAPUR SECONDARY SCHOOL,RUPANDEHI
4955,KRISHAK ADARSHA SECONDARY SCHOOL,RUPANDEHI
4956,BHAGALAPUR SECONDARY SCHOOL,RUPANDEHI
4957,BHABISYA NIRMAN SECONDARY SCHOOL,RUPANDEHI
4958,MOON LIGHT SECONDARY BOARDING SCHOOL,RUPANDEHI
4959,PRABHAT ENGLISH BOARDING SECONDARY SCHOOL,RUPANDEHI
4961,AIMS ENGLISH SECONDARY SCHOOL,RUPANDEHI
4962,BAREWA SECONDARY SCHOOL,RUPANDEHI
4963,SCHOOL FOR THE DEAF SECONDARY SCHOOL,RUPANDEHI
4964,MAINAHIYA SECONDARY SCHOOL,RUPANDEHI
4965,SHIVAPUR SECONDARY SCHOOL,RUPANDEHI
4966,SHANTI NAMUNA SECONDARY SCHOOL,RUPANDEHI
4967,PEARL INTERNATIONAL SECONDARY SCHOOL,RUPANDEHI
4968,BUTWAL EX-ARMY SECONDARY SCHOOL,RUPANDEHI
4969,DURGA BHAWANI SECONDARY SCHOOL,RUPANDEHI
4970,NEW ERA ENGLISH BOARDING SECONDARY SCHOOL,RUPANDEHI
4971,SAINA MAINA SECONDARY SCHOOL,RUPANDEHI
4972,ST JOSEPH ENGLISH SECONDARY SCHOOL,RUPANDEHI
4973,GAUTAM BUDDHA SECONDARY SCHOOL,RUPANDEHI
4974,JANATA SECONDARY SCHOOL,RUPANDEHI
4975,TILOTTAMA ENGLISH SECONDARY SCHOOL,RUPANDEHI
4976,AXIS INTERNATIONAL ENGLISH BOARDING  SECONDARY SCHOOL,RUPANDEHI
4977,GIRVAN SARASWATI SAN TATHA SADHARAN SECONDARY SCHOOL,RUPANDEHI
4978,RUPANDEHI LILARAM NEUPANE  SECONDARY SCHOOL,RUPANDEHI
4979,KARMAHAWA SECONDARY SCHOOL,RUPANDEHI
4980,NABIN AUDHYOGIC KADAR BAHADUR RITA SECONDARY SCHOOL,RUPANDEHI
4981,DEVDAHA SECONDARY SCHOOL,RUPANDEHI
4982,HAZI AINYATULLAH SECONDARY SCHOOL,RUPANDEHI
4983,BUDDHA DEEP ENGLISH BOARDING SECONDARY SCHOOL,RUPANDEHI
4984,PRAGATI SECONDARY SCHOOL,RUPANDEHI
4985,EVEREST ENGLISH BOARDING SECONDARY SCHOOL,RUPANDEHI
4986,BUTWAL ELITE ENGLISH SECONDARY SCHOOL,RUPANDEHI
4987,SHREEMATI MANRAJI DEVI SECONDARY SCHOOL,RUPANDEHI
4988,SANSKAR ENGLISH BOARDING SECONDARY SCHOOL,RUPANDEHI
4989,NAHARPUR SECONDARY SCHOOL,RUPANDEHI
4990,SARASWATI SANSKRIT VIDYAPEETH,RUPANDEHI
4991,SIDDHARTHA ENGLISH BOARDING SECONDARY SCHOOL,RUPANDEHI
4992,DEEP BOARDING HIGH SCHOOL,RUPANDEHI
4993,DEVDAHA BUDDHA PUBLIC ENGLISH BOARDING HIGH SCHOOL,RUPANDEHI
4994,GYAN PUNJ BIDHYA MANDIR SECONDARY SCHOOL,RUPANDEHI
4995,KASHI NOBLE ACADEMY SECONDARY SCHOOL,RUPANDEHI
4996,SCHOLARS HOME ENGLISH BOARDING SECONDARY SCHOOL,RUPANDEHI
4998,HORIZON GAUTAM BUDDHA SECONDARY SCHOOL,RUPANDEHI
4999,BUTWAL GLORY ENGLISH BOARDING SECONDARY SCHOOL,RUPANDEHI
5001,SIDDHARTHA CAMPUS,KAPILVASTU
5002,NEPAL ADARSHA SECONDARY SCHOOL,KAPILVASTU
5003,RAM GORAKHA SECONDARY SCHOOL,KAPILVASTU
5004,JANAKI SECONDARY SCHOOL,KAPILVASTU
5005,SIDDHARTHA SMARAK SECONDARY SCHOOL,KAPILVASTU
5006,SHREE PANCH MAHENDRA SECONDARY SCHOOL,KAPILVASTU
5007,BANGANGA SECONDARY SCHOOL,KAPILVASTU
5008,SIDDHARTHA VIDYA MANDIR SECONDARY SCHOOL,KAPILVASTU
5009,KAPILVASTU MULTIPLE CAMPUS,KAPILVASTU
5010,HORIZON ENGLISH BOARDING SECONDARY SCHOOL,KAPILVASTU
5011,OUR WISDOM BOARDING SECONDARY SCHOOL,KAPILVASTU
5012,JAN KALYAN SECONDARY SCHOOL,KAPILVASTU
5013,KANAK MUNI SECONDARY SCHOOL,KAPILVASTU
5014,JANA JYOTI SECONDARY SCHOOL,KAPILVASTU
5016,SAMAYATHAN SECONDARY SCHOOL,KAPILVASTU
5017,GAUTAMBUDDHA SECONDARY SCHOOL,KAPILVASTU
5018,BUDDHA JYOTI ENGLISH BOARDING SECONDARY SCHOOL,KAPILVASTU
5019,CHHATRAPALI TIRTHA DEVI SECONDARY SCHOOL,KAPILVASTU
5020,BANGANGA SECONDARY SCHOOL,KAPILVASTU
5021,HEMRAJ SECONDARY SCHOOL,KAPILVASTU
5022,BHUWANESHWARI SECONDARY SCHOOL,KAPILVASTU
5023,BUDDHA PADMA SECONDARY SCHOOL,KAPILVASTU
5024,SHREE PAANCH MAHENDRA SECONDARY SCHOOL,KAPILVASTU
5025,NETRA JYOTI SECONDARY SCHOOL,KAPILVASTU
5026,JANATA SECONDARY SCHOOL,KAPILVASTU
5027,PRAKASH SECONDARY SCHOOL,KAPILVASTU
5028,BHRIKUTI SECONDARY SCHOOL,KAPILVASTU
5029,RASTRIYA SECONDARY SCHOOL,KAPILVASTU
5030,SHREE SECONDARY SCHOOL,KAPILVASTU
5031,NEPAL RASTRIYA SECONDARY SCHOOL,KAPILVASTU
5032,SHREE SECONDARY SCHOOL,KAPILVASTU
5033,BHADRA SECONDARY SCHOOL,KAPILVASTU
5034,SURYODAYA SECONDARY SCHOOL,KAPILVASTU
5035,SHIVABHARI SECONDARY SCHOOL,KAPILVASTU
5036,SHREE PANCH RATNA RAJYA LAXMI SECONDARY SCHOOL,KAPILVASTU
5038,SHUDDODAN JANJIWAN SECONDARY SCHOOL,KAPILVASTU
5039,TOULESHWAR NATH SAN SECONDARY SCHOOL,KAPILVASTU
5040,PARIJAT ENGLISH BOARDING SECONDARY SCHOOL,KAPILVASTU
5041,SOCIAL ENGLISH BOARDING SECONDARY SCHOOL,KAPILVASTU
5042,ODARI SECONDARY SCHOOL,KAPILVASTU
5043,NEPAL RASTRIYA SECONDARY SCHOOL,KAPILVASTU
5047,ST. JUDE'S ENGLISH BOARDING SECONDARY SCHOOL,KAPILVASTU
5048,ANIRUDDHA PUBLIC SECONDARY SCHOOL,KAPILVASTU
5049,DUDHADHARI SECONDARY SCHOOL,KAPILVASTU
5050,RANGILAL SECONDARY SCHOOL,KAPILVASTU
5051,BAL SECONDARY SCHOOL,KAPILVASTU
5101,HARIHAR SANSKRIT TATHA SADHARAN SECONDARY SCHOOL,ARGHAKHANCHI
5102,PHARSAWA TAKURA SECONDARY SCHOOL,ARGHAKHANCHI
5103,MAHENDRA BIDHYABODH SECONDARY SCHOOL,ARGHAKHANCHI
5104,BIRENDRA SECONDARY SCHOOL,ARGHAKHANCHI
5105,ARGHAKHANCHI SECONDARY SCHOOL,ARGHAKHANCHI
5107,SARASWATI SECONDARY SCHOOL,ARGHAKHANCHI
5108,JYOTI SECONDARY SCHOOL,ARGHAKHANCHI
5109,JANA JYOTI SECONDARY SCHOOL,ARGHAKHANCHI
5110,SHANTI SECONDARY SCHOOL,ARGHAKHANCHI
5111,AADARSHA SECONDARY SCHOOL,ARGHAKHANCHI
5112,SIDDHARTHA SECONDARY SCHOOL,ARGHAKHANCHI
5113,SHIV MADAN SECONDARY SCHOOL,ARGHAKHANCHI
5114,JEEWANODDHAR SECONDARY SCHOOL,ARGHAKHANCHI
5115,BHAGAWATI SECONDARY SCHOOL,ARGHAKHANCHI
5116,NEPAL RASTRIYA SECONDARY SCHOOL,ARGHAKHANCHI
5117,JANAPRIYA SECONDARY SCHOOL,ARGHAKHANCHI
5118,SUDHA SECONDARY SCHOOL,ARGHAKHANCHI
5119,KRISHNA SECONDARY SCHOOL,ARGHAKHANCHI
5120,SARBAJANIK SECONDARY SCHOOL,ARGHAKHANCHI
5121,JANA JAGRITI SECONDARY SCHOOL,ARGHAKHANCHI
5122,NEPAL RASTRIYA SECONDARY SCHOOL,ARGHAKHANCHI
5123,SHANTI SECONDARY SCHOOL,ARGHAKHANCHI
5124,JANA JAGRITI SECONDARY SCHOOL,ARGHAKHANCHI
5125,SARASWATI SECONDARY SCHOOL,ARGHAKHANCHI
5126,VIJAYA SECONDARY SCHOOL,ARGHAKHANCHI
5127,BISHWA SECONDARY SCHOOL,ARGHAKHANCHI
5128,SURYA SECONDARY SCHOOL,ARGHAKHANCHI
5129,SHARADA SECONDARY SCHOOL,ARGHAKHANCHI
5130,JANATA KRISHNA SECONDARY SCHOOL,ARGHAKHANCHI
5131,KALIKA NE.RA. SECONDARY SCHOOL,ARGHAKHANCHI
5132,YUBABARSA JANATA SECONDARY SCHOOL,ARGHAKHANCHI
5133,CHANDRA PRAVA SECONDARY SCHOOL,ARGHAKHANCHI
5134,KAMALA SECONDARY SCHOOL,ARGHAKHANCHI
5135,DYAURALI SECONDARY SCHOOL,ARGHAKHANCHI
5136,SARASWATI SECONDARY SCHOOL,ARGHAKHANCHI
5138,GYAN PRAKASH SECONDARY SCHOOL,ARGHAKHANCHI
5139,DHATIWANG SECONDRARY SCHOOL,ARGHAKHANCHI
5140,ARGHA RAJASTHAL SECONDRARY SCHOOL,ARGHAKHANCHI
5201,AMAR SECONDARY SCHOOL,PYUTHAN
5202,BAL SHIKSHYA SECONDARY SCHOOL,PYUTHAN
5203,MAHENDRA SECONDARY SCHOOL,PYUTHAN
5204,JANATA SECONDARY SCHOOL,PYUTHAN
5205,BHANUBHAKTA SECONDARY SCHOOL,PYUTHAN
5206,GANGA SECONDARY SCHOOL,PYUTHAN
5207,GAUMUKHI SECONDARY SCHOOL,PYUTHAN
5208,MOTI SECONDARY SCHOOL,PYUTHAN
5209,BHUWANESHWORI SECONDARY SCHOOL,PYUTHAN
5210,SARASWOTI SECONDARY SCHOOL,PYUTHAN
5211,MANDAVI SECONDARY SCHOOL,PYUTHAN
5212,MUKTI SECONDARY SCHOOL,PYUTHAN
5214,GANESH SECONDARY SCHOOL,PYUTHAN
5215,MAHENDRA SECONDARY SCHOOL,PYUTHAN
5216,BAL BHADRA SECONDARY SCHOOL,PYUTHAN
5217,SARASWATI SECONDARY SCHOOL,PYUTHAN
5218,UMA AMAHESWARI SECONDARY SCHOOL,PYUTHAN
5219,SUNNANI ADHAR SECONDARY SCHOOL,PYUTHAN
5220,KALIKA ENGLISH AWASIYA SECONDARY SCHOOL,PYUTHAN
5221,VIDHYANANDA MA VI,PYUTHAN
5222,BAL SANSKRIT MA VI,PYUTHAN
5301,BAL KALYAN SECONDARY SCHOOL,ROLPA
5302,JANA JAGRITI SECONDARY SCHOOL,ROLPA
5303,JANAJYOTI SECONDARY SCHOOL,ROLPA
5304,JANASEWA SECONDARY SCHOOL,ROLPA
5305,BIR BALBHADRA SECONDARY SCHOOL,ROLPA
5306,ARANIKO SECONDARY SCHOOL,ROLPA
5307,BARAHACHHETRA SECONDARY SCHOOL,ROLPA
5308,MAHENDRA SECONDARY SCHOOL,ROLPA
5309,RAMESWARI SECONDARY SCHOOL,ROLPA
5310,BIRENDRA SECONDARY SCHOOL,ROLPA
5311,SURYODAYA SECONDARY SCHOOL,ROLPA
5312,KRISHNA SECONDARY SCHOOL,ROLPA
5313,BAL KALYAN SECONDARY SCHOOL,ROLPA
5314,SURYADAYA SECONDARY SCHOOL,ROLPA
5315,NEPAL RASTRIYA SECONDARY SECONDARY SCHOOL,ROLPA
5316,SHREE BHIMSEN SECONDARY SCHOOL,ROLPA
5317,NEPAL MA VI,ROLPA
5318,JIVANJ JYOTI MA VI,ROLPA
5319,CHANDRA PRABHA MA VI,ROLPA
5320,SHREE GOKUL SECONDARY SCHOOL,ROLPA
5321,SHREE JANATA SECONDARY SCHOOL,ROLPA
5322,SIDDHARTHA SECONDARY SCHOOL,ROLPA
5401,SHITAL SECONDARY SCHOOL,Rukum West
5402,TRIBHUVAN JANATA SECONDARY SCHOOL,Rukum West
5403,RUKMINI SECONDARY SCHOOL,Rukum East
5404,BIRENDRA SECONDARY SCHOOL,Rukum West
5405,HIMALAYA SECONDARY SCHOOL,Rukum West
5406,TRIVENI SECONDARY SCHOOL,Rukum West
5407,RAPTI GYANODAY SECONDARY SCHOOL,Rukum West
5408,BAL KALYAN SECONDARY SCHOOL,Rukum West
5409,MAHENDRA SECONDARY SCHOOL,Rukum West
5411,HIMALAYA SECONDARY SCHOOL,Rukum East
5412,MAHENDRA SECONDARY SCHOOL,Rukum East
5413,JANATA SECONDARY SCHOOL,Rukum East
5414,JANAJAGRITI SECONDARY SCHOOL,Rukum East
5415,SIDDHACHAUR SECONDARY SCHOOL,Rukum East
5416,JANAKALYAN SECONDARY SCHOOL,Rukum West
5417,SIDDHARTHA JANATA SECONDARY SCHOOL,Rukum West
5418,TRIPURA SECONDARY SCHOOL,Rukum West
5419,YAMUNA NANDA NAMUNA SECONDARY SCHOOL,Rukum West
5420,PARWAT SECONDARY SCHOOL,Rukum East
5421,SADHARAN SECONDARY SCHOOL,Rukum West
5422,NEPAL RASTRIYA SECONDARY SCHOOL,Rukum East
5423,SHAHID SHUKRA SECONDARY SCHOOL,Rukum East
5424,ADARSHA SECONDARY SCHOOL,Rukum West
5425,H.S.SCHOOL,Rukum West
5426,SARASWATI SECONDARY SCHOOL,Rukum West
5427,HIMALAYA JANATA SECONDARY SCHOOL,Rukum West
5428,SANIBHERI SECONDARY SCHOOL,Rukum West
5429,ANDHANASHAK SECONDARY  SCHOOL,Rukum West
5430,PUTHA HIMALAYA SECONDARY SCHOOL,Rukum East
5431,BAL KALYAN SECONDARY SCHOOL,Rukum West
5432,JANAPRIYA SECONDARY  SCHOOL,Rukum West
5433,PRABHAT SECONDARY  SCHOOL,Rukum West
5434,TRIBHUVAN JANATA SECONDARY SCHOOL,Rukum East
5435,BALKALYAN SECONDARY SCHOOL,Rukum West
5436,JANATA SECONDARY SCHOOL,Rukum West
5437,DEURALI MA VI HUKAMKOT,Rukum East
5439,JANASHAKTI MA VI,Rukum West
5440,YUBA JANAJAGRAN MA VI,Rukum West
5442,BALKALYAN MA VI,Rukum West
5443,NEPAL RASTRIYA MA VI,Rukum West
5444,NEW MOONLIGHT SECONDARY SCHOOL,Rukum West
5501,JANAKALYAN SECONDARY SCHOOL,SALYAN
5502,SHIVAJAN SECONDARY SCHOOL,SALYAN
5503,SHARADA SECONDARY SCHOOL,SALYAN
5504,BHANUBHAKTA SECONDARY SCHOOL,SALYAN
5505,NEPAL RASTRIYA SECONDARY SCHOOL,SALYAN
5506,JANATA SECONDARY SCHOOL,SALYAN
