neb_code,school_name,district
2461,KABHRE SECONDARY SCHOOL,KAVREPALANCHOK
2462,PALANCHOK BHAGAWATI  SECONDARY SCHOOL,KAVREPALANCHOK
2464,KUSHESHWAR  SECONDARY SCHOOL,KAVREPALANCHOK
2465,UMA SAHA SHIKSHYALAYA SECONDARY SCHOOL,KAVREPALANCHOK
2466,JANA KALYAN SECONDARY SCHOOL,KAVREPALANCHOK
2467,LAXMI NARAYAN SECONDARY SCHOOL,KAVREPALANCHOK
2468,LAXMI NARAYAN SECONDARY SCHOOL,KAVREPALANCHOK
2469,JAGRITI SECONDARY SCHOOL,KAVREPALANCHOK
2470,SARASWATI SHIKSHA GRIHA SECONDARY SCHOOL,KAVREPALANCHOK
2471,JANAHIT SECONDARY SCHOOL,KAVREPALANCHOK
2472,BHALESWOR SECONDARY SCHOOL,KAVREPALANCHOK
2473,SETI DEVI SECONDARY SCHOOL,KAVREPALANCHOK
2474,MAHENDRA SECONDARY SCHOOL,KAVREPALANCHOK
2475,PANCHAKANYA SECONDARY SCHOOL,KAVREPALANCHOK
2477,SAPANESHWAR SECONDARY SCHOOL,KAVREPALANCHOK
2478,BAGDEVI SECONDARY SCHOOL,KAVREPALANCHOK
2479,ATMABIKASH SECONDARY SCHOOL,KAVREPALANCHOK
2480,BUDDHA HIMALAYA SECONDARY SCHOOL,KAVREPALANCHOK
2481,CHAITANYA SECONDARY SCHOOL,KAVREPALANCHOK
2482,SHANTI NIKETAN SECONDARY SCHOOL,KAVREPALANCHOK
2483,DULALESWOR SECONDARY SCHOOL,KAVREPALANCHOK
2484,KALIKA SECONDARY SCHOOL,KAVREPALANCHOK
2485,SWET BARAHA SECONDARY  SCHOOL,KAVREPALANCHOK
2486,GOKULE SECONDARY SCHOOL,KAVREPALANCHOK
2487,BALUJJWAL SECONDARY SCHOOL,KAVREPALANCHOK
2490,BHUME SECONDARY SCHOOL,KAVREPALANCHOK
2492,CHANDENI SECONDARY SCHOOL,KAVREPALANCHOK
2501,NATIONAL INSTITUTE OF SCIENCE SECONDARY SCHOOL,LALITPUR
2502,ADARSHA KANYA NIKETAN SECONDARY SCHOOL,LALITPUR
2503,CAMPION ACADEMY SECONDARY SCHOOL,LALITPUR
2504,MILESTONE INTERNATIONAL SECONDARY SCHOOL,LALITPUR
2506,ST. MARY'S SECONDARY SCHOOL,LALITPUR
2509,GYANODAYA BAL BATIKA SECONDARY SCHOOL,LALITPUR
2511,UNITED ACADEMY SECONDARY SCHOOL,LALITPUR
2512,LITTLE ANGELS' SECONDARY SCHOOL,LALITPUR
2513,KITINI SECONDARY SCHOOL,LALITPUR
2514,ADARSHA SAULA YUBAK SECONDARY SCHOOL,LALITPUR
2515,UNIQUE ACADEMY SECONDARY SCHOOL,LALITPUR
2516,PRASADI ACADEMY SECONDARY SCHOOL,LALITPUR
2517,MAHANKAL SECONDARY SCHOOL,LALITPUR
2518,CASPIAN VALLEY SECONDARY SCHOOL,LALITPUR
2519,PINNACLE ACADEMY SECONDARY SCHOOL,LALITPUR
2520,PHULCHOKI SECONDARY SCHOOL,LALITPUR
2523,ASIAN COLLEGE OF HIGHER STUDIES,LALITPUR
2524,ADVANCE ACADEMY SECONDARY SCHOOL,LALITPUR
2525,NEPAL INSTITUTE OF MANAGEMENT AND SCIENCE SECONDARY SC,LALITPUR
2526,CARIBBEAN SECONDARY SCHOOL,LALITPUR
2527,ST. XAVIER'S SECONDARY SCHOOL,LALITPUR
2528,NIGHTINGALE INTERNATIONAL BOARDING SECONDARY SCHOOL,LALITPUR
2529,WELHAMS SECONDARY SCHOOL,LALITPUR
2530,HILL TOP SECONDARY SCHOOL,LALITPUR
2531,D A V SUSHIL KEDIA VISHWA BHARATI SECONDARY SCHOOL,LALITPUR
2532,ADVANCE INTERNATIONAL MODEL SECONDARY SCHOOL,LALITPUR
2533,NATIONAL SECONDARY SCHOOL,LALITPUR
2534,WHITE HOUSE SECONDARY SCHOOL,LALITPUR
2535,GRAND SECONDARY SCHOOL,LALITPUR
2538,EINSTEIN ACADEMY SECONDARY SCHOOL,LALITPUR
2539,ADARSHA VIDYA MANDIR SECONDARY BOARDING SCHOOL,LALITPUR
2541,NATIONAL OPEN COLLEGE SECONDARY SCHOOL,LALITPUR
2542,MAHENDRA ADARSHA VIDYASHRAM BOARDING SECONDARY SCHO,LALITPUR
2543,SHRAMIK SHANTI SECONDARY SCHOOL,LALITPUR
2545,TRI-PADMA VIDYASHRAM SECONDARY SCHOOL,LALITPUR
2547,HARISIDDHI SECONDARY SCHOOL,LALITPUR
2548,SHREE SHANTI VIDHYASHRAM SECONDARY SCHOOL,LALITPUR
2549,CHILDREN PARADISE SECONDARY SCHOOL,LALITPUR
2550,OXBRIDGE INTERNATIONAL SECONDARY SCHOOL,LALITPUR
2552,SIDDHI MANGAL SECONDARY SCHOOL,LALITPUR
2553,BLUE BIRD SECONDARY SCHOOL,LALITPUR
2556,BAGHA BHAIRAB SECONDARY SCHOOL,LALITPUR
2557,OMEGA INTERNATIONAL SECONDARY SCHOOL,LALITPUR
2558,PRABHAT SECONDARY SCHOOL,LALITPUR
2560,MAHALAXMI CAMPUS,LALITPUR
2561,JANA BHAWANA CAMPUS,LALITPUR
2562,NAMUNA MACHHINDRA CAMPUS,LALITPUR
2563,KRISHNA SECONDARY SCHOOL,LALITPUR
2564,SARSWOTI SECONDARY SCHOOL,LALITPUR
2566,MAHALAXMI SECONDARY SCHOOL,LALITPUR
2567,MAHAKALI DEVI SECONDARY SCHOOL,LALITPUR
2568,SARASWOTI SECONDARY SCHOOL,LALITPUR
2569,PATAN SECONDARY SCHOOL,LALITPUR
2570,MOONLIGHT SECONDARY SCHOOL,LALITPUR
2571,KALI DEVI SECONDARY SCHOOL,LALITPUR
2572,BAJRA BARAHI SECONDARY SCHOOL,LALITPUR
2574,IDEAL MODEL SECONDARY SCHOOL,LALITPUR
2575,MADAN SMARAK SECONDARY SCHOOL,LALITPUR
2578,GEMS SECONDARY SCHOOL,LALITPUR
2581,I.J PIONEER SECONDARY SCHOOL,LALITPUR
2582,BRIGHT FUTURE AWASIYA SECONDARY SCHOOL,LALITPUR
2583,SISNERI SECONDARY SCHOOL,LALITPUR
2584,BAL KUMARI SECONDARY SCHOOL,LALITPUR
2585,MAGAR GAUN SECONDARY SCHOOL,LALITPUR
2586,GAMVIR SAMUDRA SETU  SECONDARY SCHOOL,LALITPUR
2587,PRAGATI SIKSHYA SADAN  SECONDARY SCHOOL,LALITPUR
2588,TIKA VIDYASHRAM  SECONDARY SCHOOL,LALITPUR
2589,PURNACHANDI  SECONDARY SCHOOL,LALITPUR
2590,JANA JAGRITI  SECONDARY SCHOOL,LALITPUR
2591,CHHAMPI DEVI SECONDARY SCHOOL,LALITPUR
2592,NAVA PRABHAT SECONDARY SCHOOL,LALITPUR
2593,BIDHYADHISHWARI SECONDARY SCHOOL,LALITPUR
2594,GOTH BHANJAYANG SECONDARY SCHOOL,LALITPUR
2595,DEVI SECONDARY SCHOOL,LALITPUR
2596,KALI DEVI SECONDARY SCHOOL,LALITPUR
2597,ARNIKO INTERNATIONAL ACADEMY  SECONDARY SCHOOL,LALITPUR
2598,MAHENDRA ADARSHA SECONDARY SCHOOL,LALITPUR
2601,S.O.S. HERMANN GMEINER SECONDARY SCHOOL,BHAKTAPUR
2603,NICHOLSON SECONDARY SCHOOL,BHAKTAPUR
2604,KHWOPA SECONDARY SCHOOL,BHAKTAPUR
2605,SEABIRD INTERNATIONAL SECONDARY SCHOOL,BHAKTAPUR
2606,ADARSHA JANAPREMEE ENGLISH SECONDARY SCHOOL,BHAKTAPUR
2607,NAVADURGA MULTIPLE CAMPUS,BHAKTAPUR
2609,SAINIK AWASIYA MAHAVIDYALAYA SECONDARY SCHOOL,BHAKTAPUR
2610,BASU SECONDARY SCHOOL,BHAKTAPUR
2611,SHREE PADMA SECONDARY SCHOOL,BHAKTAPUR
2612,BAGISWORI SECONDARY SCHOOL,BHAKTAPUR
2613,KRISHNA SECONDARY SCHOOL,BHAKTAPUR
2614,ADARSHA AZAD SECONDARY SCHOOL,BHAKTAPUR
2616,CHANGU NARAYAN SECONDARY SCHOOL,BHAKTAPUR
2618,SUNSHINE SECONDARY SCHOOL,BHAKTAPUR
2619,SHARADA SECONDARY SCHOOL,BHAKTAPUR
2620,BODE SECONDARY SCHOOL,BHAKTAPUR
2621,ARNIKO SECONDARY SCHOOL,BHAKTAPUR
2622,SHARADA CAMPUS SECONDARY SCHOOL,BHAKTAPUR
2623,MODERN BOARDING SECONDARY SCHOOL,BHAKTAPUR
2624,DEVI SECONDARY SCHOOL,BHAKTAPUR
2625,SHREE SURYADEEP ENGLISH SECONDARY SCHOOL,BHAKTAPUR
2626,ADARSHA  SECONDARY SCHOOL,BHAKTAPUR
2627,ERUDITE ACADEMY  SECONDARY SCHOOL,BHAKTAPUR
2628,CHANAKYA SECONDARY SCHOOL,BHAKTAPUR
2629,SUPREME ACADEMY SECONDARY SCHOOL,BHAKTAPUR
2630,VIDYARTHI NIKETAN SECONDARY SCHOOL,BHAKTAPUR
2631,KATHMANDU WORLD SECONDARY SCHOOL,BHAKTAPUR
2632,ADARSHA SECONDARY SCHOOL,BHAKTAPUR
2635,SARASWATI SECONDARY SCHOOL,BHAKTAPUR
2636,MAHENDRA GRAM SECONDARY SCHOOL,BHAKTAPUR
2637,JORPATI SECONDARY  SCHOOL,BHAKTAPUR
2638,SAMATA SIKSHYA NIKETAN SECONDARY,BHAKTAPUR
2703,NATIONAL SCHOOL OF SCIENCES SECONDARY SCHOOL,KATHMANDU
2706,HOLY VISION SECONDARY SCHOOL,KATHMANDU
2707,TRINITY INTERNATIONAL SECONDARY SCHOOL,KATHMANDU
2708,SAHAYOGI SECONDARY SCHOOL,KATHMANDU
2710,CHIRAN-MILAN BISHWA SHANTI CAMPUS,KATHMANDU
2711,VISWA NIKETAN SECONDARY SCHOOL,KATHMANDU
2713,BRIHASPATI VIDYA SADAN SECONDARY SCHOOL,KATHMANDU
2715,ARUNODAYA SECONDARY SCHOOL,KATHMANDU
2716,NAMGYAL SECONDARY SCHOOL,KATHMANDU
2717,V. S. NIKETAN SECONDARY SCHOOL,KATHMANDU
2718,WHITE FIELD SECONDARY SCHOOL,KATHMANDU
2720,KATHMANDU INSTITUTE OF SCIENCE & TECHNOLOGY SECONDARY,KATHMANDU
2721,ANNAPURNA SECONDARY SCHOOL,KATHMANDU
2722,PASHUPATI BAHUMUKHI CAMPUS,KATHMANDU
2723,PEOPLE'S CAMPUS,KATHMANDU
2725,BAGMATI BOARDING SECONDARY SCHOOL,KATHMANDU
2726,KATHMANDU SHIKSHA CAMPUS,KATHMANDU
2727,PENTAGON INTERNATIONAL SECONDARY SCHOOL,KATHMANDU
2728,SIDDHARTHA VANASTHALI CAMPUS,KATHMANDU
2729,GOLDENGATE INTERNATIONAL SECONDARY SCHOOL,KATHMANDU
2730,MAHAMANJU SHREE SECONDARY SCHOOL,KATHMANDU
2731,NEPAL RASTRIYA SECONDARY SCHOOL,KATHMANDU
2732,GYAN KUNJA AWASIYA SECONDARY SCHOOL,KATHMANDU
2733,BHAGYODAYA SECONDARY SCHOOL,KATHMANDU
2734,XAVIER ACADEMY,KATHMANDU
2736,ST. LAWRENCE SECONDARY SCHOOL,KATHMANDU
2737,BUDHANILKANTHA SECONDARY SCHOOL,KATHMANDU
2738,BHANU BHAKTA MEMORIAL SECONDARY SCHOOL,KATHMANDU
2739,KANYA MANDIR SECONDARY SCHOOL,KATHMANDU
2740,GRAMIN ADARSHA MULTIPLE CAMPUS,KATHMANDU
2741,ADARSHA SECONDARY SCHOOL,KATHMANDU
2742,NEPAL KASTHAMANDAP SECONDARY SCHOOL,KATHMANDU
2743,JANAMAITRI MULTIPLE CAMPUS,KATHMANDU
2744,COLLEGE OF BUSINESS MANAGEMENT SECONDARY SCHOOL,KATHMANDU
2745,SOUTHWESTERN STATE SECONDARY SCHOOL,KATHMANDU
2746,KATHMANDU VALLEY COLLEGE,KATHMANDU
2749,AMBITION ACADEMY SECONDARY SCHOOL,KATHMANDU
2750,XAVIER INTERNATIONAL SECONDARY SCHOOL,KATHMANDU
2751,UNIGLOBE SECONDARY SCHOOL,KATHMANDU
2752,THE NEW SUMMIT SECONDARY SCHOOL,KATHMANDU
2756,N C C S SECONDARY  SCHOOL,KATHMANDU
2757,NOBEL ACADEMY SECONDARY SCHOOL,KATHMANDU
2758,EVEREST SECONDARY SCHOOL,KATHMANDU
2760,LINCOLN SECONDARY SCHOOL,KATHMANDU
2761,KANJIROWA NATIONAL SECONDARY SCHOOL,KATHMANDU
2763,HIMALAYAN WHITE HOUSE INTERNATIONAL SECONDARY SCHOOL,KATHMANDU
2764,HIMALAYA ENGLISH BOARDING SECONDARY SCHOOL,KATHMANDU
2765,ARUNIMA SECONDARY SCHOOL,KATHMANDU
2766,SITA RAM SECONDARY SCHOOL,KATHMANDU
2770,LALIGURANS RASTRIYA SECONDARY SCHOOL,KATHMANDU
2772,BANESHWOR CAMPUS,KATHMANDU
2774,PASANG LHAMU SHERPA MEMORIAL SECONDARY SCHOOL,KATHMANDU
2775,SIGMA SECONDARY SCHOOL,KATHMANDU
2776,NASA NATIONAL SECONDARY SCHOOL,KATHMANDU
2777,TEXAS INTERNATIONAL SECONDARY SCHOOL,KATHMANDU
2778,CAMBRIDGE SECONDARY SCHOOL,KATHMANDU
2779,ASHIRWAD SECONDARY SCHOOL,KATHMANDU
2780,CAPITOL HILL ACADEMY SECONDARY SCHOOL,KATHMANDU
2781,SWAPNA VATIKA ACADEMY SECONDARY SCHOOL,KATHMANDU
2783,"COLUMBUS SECONDARY SCHOOL, SANKHAMUL MARG, NEW BANES",KATHMANDU
2784,SIDDHARTHA ACADEMY SECONDARY SCHOOL,KATHMANDU
2785,EVEREST AWASIYA SECONDARY SCHOOL,KATHMANDU
2786,MANAMOHAN MEMORIAL SECONDARY SCHOOL,KATHMANDU
2787,BRITISH GURKHA ACADEMY SECONDARY SCHOOL,KATHMANDU
2790,NEW MILLENNIUM ACADEMY SECONDARY SCHOOL,KATHMANDU
2791,ACTIVE ACADEMY SECONDARY SCHOOL,KATHMANDU
2792,PAROPAKAR ADARSHA SECONDARY SCHOOL,KATHMANDU
2793,SARASWATI BOARDING SECONDARY SCHOOL,KATHMANDU
2794,SAGARMATHA MULTIPLE COLLEGE,KATHMANDU
2795,ED-MARK ACADEMY SECONDARY SCHOOL,KATHMANDU
2797,BRILLIANT EDUCATIONAL SECONDARY SCHOOL,KATHMANDU
2798,GILLETTE BOARDING SECONDARY SCHOOL,KATHMANDU
2799,ACE SECONDARY SCHOOL,KATHMANDU
2801,TRIBHUVAN TRISHULI SECONDARY SCHOOL,NUWAKOT
2803,NUWAKOT ADARSHA BAHUMUKHI CAMPUS,NUWAKOT
2804,CHANDESWORY SECONDARY SCHOOL,NUWAKOT
2805,RANA BHUBANESWORI SECONDARY SCHOOL,NUWAKOT
2806,BAGESHWORI SECONDARY SCHOOL,NUWAKOT
2807,BHAWANI SECONDARY SCHOOL,NUWAKOT
2808,AMAR JYOTI SECONDARY SCHOOL,NUWAKOT
2809,BINDU KESHAR SECONDARY SCHOOL,NUWAKOT
2810,JAN GYAN NIKETAN SECONDARY SCHOOL,NUWAKOT
2811,GRAM SEWA SECONDARY SCHOOL,NUWAKOT
2812,SHAKTI SECONDARY SCHOOL,NUWAKOT
2813,BHAIRABI SECONDARY SCHOOL,NUWAKOT
2814,MAHENDRA SECONDARY SCHOOL,NUWAKOT
2815,BHUME DEVI SECONDARY SCHOOL,NUWAKOT
2816,KRISHNA SECONDARY SCHOOL,NUWAKOT
2817,MAHENDRA SECONDARY SCHOOL,NUWAKOT
2818,CHHETRAPAL SECONDARY SCHOOL,NUWAKOT
2819,GYANJYOTI SECONDARY SCHOOL,NUWAKOT
2820,MAHADEV SECONDARY SCHOOL,NUWAKOT
2821,SUNDARA SECONDARY SCHOOL,NUWAKOT
2822,BIRENDRA SECONDARY SCHOOL,NUWAKOT
2823,MUKUNDESHWARI SECONDARY SCHOOL,NUWAKOT
2824,BHAIRUM SECONDARY SCHOOL,NUWAKOT
2825,MAHENDRA  SECONDARY SCHOOL,NUWAKOT
2826,KALYAN  SECONDARY SCHOOL,NUWAKOT
2827,SYAUREE BHUME  SECONDARY SCHOOL,NUWAKOT
2828,PANCHA KANYA  SECONDARY SCHOOL,NUWAKOT
2829,NARAYAN DEVI  SECONDARY SCHOOL,NUWAKOT
2830,PRAGATISHIL  SECONDARY SCHOOL,NUWAKOT
2831,SUNDARI KEURINI  SECONDARY SCHOOL,NUWAKOT
2832,KAMARU DEVI  SECONDARY SCHOOL,NUWAKOT
2833,AJINGARE  SECONDARY SCHOOL,NUWAKOT
2834,NIRANJANA  SECONDARY SCHOOL,NUWAKOT
2835,DUPCHESWOR  SECONDARY SCHOOL,NUWAKOT
2836,SURYAMATI SECONDARY SCHOOL,NUWAKOT
2837,KUNDALA SECONDARY SCHOOL,NUWAKOT
2838,SHANKHA DEVI SECONDARY SCHOOL,NUWAKOT
2839,BIGYAN SECONDARY SCHOOL,NUWAKOT
2840,KALYANI DEVI SECONDARY SCHOOL,NUWAKOT
2841,CHWADI PUBLIC SECONDARY SCHOOL,NUWAKOT
2842,GANESH SECONDARY SCHOOL,NUWAKOT
2843,RASTRIYA SECONDARY SCHOOL,NUWAKOT
2844,SAMUNDRA SECONDARY SCHOOL,NUWAKOT
2845,MAHADEV SECONDARY SCHOOL,NUWAKOT
2846,AISELUBHUME SECONDARY SCHOOL,NUWAKOT
2847,BHUME DEVI SECONDARY SCHOOL,NUWAKOT
2848,RUKMANI SECONDARY SCHOOL,NUWAKOT
2849,PIMALTAR SECONDARY SCHOOL,NUWAKOT
2850,NAVA JEEVAN SECONDARY SCHOOL,NUWAKOT
2851,SANOKINTANG SECONDARY SCHOOL,NUWAKOT
2852,PANCHALINGE SECONDARY SCHOOL,NUWAKOT
2853,BELKOT BHANJYANG SECONDARY SCHOOL,NUWAKOT
2901,KALIKA HIMALAYA SECONDARY SCHOOL,RASUWA
2902,NEELAKANTHA SECONDARY SCHOOL,RASUWA
2903,RASUWA SECONDARY SCHOOL,RASUWA
2904,SHYAME WANGPHEL  SECONDARY SCHOOL,RASUWA
2905,SETIDEVI SECONDARY S,RASUWA
2906,PARBATIKUNDA SECONDARY SCHOOL,RASUWA
2907,DANDAGAUN SECONDARY SCHOOL,RASUWA
2908,NIRKUBHUME SECONDARY SCHOOL,RASUWA
2909,SUNDHARA SECONDARY SCHOOL,RASUWA
2910,NILKANTHA NAMUNA SECONDARY SCHOOL,RASUWA
3001,NILKANTHA SECONDARY SCHOOL,DHADING
3003,RANIPAUWA SECONDARY SCHOOL,DHADING
3004,MACHCHHINDRA SECONDARY SCHOOL,DHADING
3005,SHAMI BHANJYANG SECONDARY SCHOOL,DHADING
3006,SATYAWATI SECONDARY SCHOOL,DHADING
3007,ACHANE SECONDARY SCHOOL,DHADING
3008,ADARSHA SECONDARY SCHOOL,DHADING
3009,BAGESHWORI SECONDARY SCHOOL,DHADING
3010,CHILDREN PARK BOARDING SECONDARY SCHOOL,DHADING
3011,SALBAS SECONDARY SCHOOL,DHADING
3012,BHAIRAVEE SECONDARY SCHOOL,DHADING
3013,MAHAKALI SECONDARY SCHOOL,DHADING
3014,BAGESHWOREE SECONDARY SCHOOL,DHADING
3015,BLOOMING LOTUS ENGLISH SECONDARY SCHOOL,DHADING
3016,DHADING BOARDING SECONDARY SCHOOL,DHADING
3017,CHANDRODAYA SECONDARY SCHOOL,DHADING
3018,BADRI BISHAL SECONDARY SCHOOL,DHADING
3019,TRIPURA SUNDARI SECONDARY SCHOOL,DHADING
3020,CHANDESHWORI SECONDARY SCHOOL,DHADING
3021,MAHESH DHARMA SECONDARY SCHOOL,DHADING
3022,SIDDHESWOR SECONDARY SCHOOL,DHADING
3023,MANDALI SECONDARY SCHOOL,DHADING
3024,GANESHKUNDA SECONDARY SCHOOL,DHADING
3025,JYOTI SECONDARY SCHOOL,DHADING
3026,BACHCHHALA DEVI SECONDARY SCHOOL,DHADING
3027,NIRANJANA SECONDARY SCHOOL,DHADING
3028,SHANKHADEVI SECONDARY SCHOOL,DHADING
3029,TAMANG KHARKA SECONDARY SCHOOL,DHADING
3030,SUNDARI SECONDARY SCHOOL,DHADING
3031,MAHENDRODAYA SECONDARY SCHOOL,DHADING
3032,SALYANKOT  SECONDARY SCHOOL,DHADING
3033,SARSWOTI  SECONDARY SCHOOL,DHADING
3034,SANSKRIT  SECONDARY SCHOOL,DHADING
3035,SHANKHA DEVI  SECONDARY SCHOOL,DHADING
3036,BARAHA KALIKA  SECONDARY SCHOOL,DHADING
3037,KUNDALA DEVI  SECONDARY SCHOOL,DHADING
3038,MAHENDRA BARAHI  SECONDARY SCHOOL,DHADING
3039,REE GAUN  SECONDARY SCHOOL,DHADING
3040,KARKI GAUN SECONDARY SCHOOL,DHADING
3041,MAHENDRODAYA SECONDARY SCHOOL,DHADING
3042,"SANGKOSH SECONDARY SCHOOL, SANGKOSH",DHADING
3043,MAHALAXMI SECONDARY SCHOOL,DHADING
3044,KIRANCHOK SECONDARY SCHOOL,DHADING
3045,MUKRAP DEVI SECONDARY SCHOOL,DHADING
3046,MAHAKALESHWARI SECONDARY SCHOOL,DHADING
3047,MAHENDRA SECONDARY SCHOOL,DHADING
3048,THE RISING VILLAGE ENGLISH SECONDARY SCHOOL,DHADING
3049,SALYANTAR SECONDARY SCHOOL,DHADING
3050,TRIPURA SUNDARI SECONDARY SCHOOL,DHADING
3051,JANAKALYAN SECONDARY SCHOOL,DHADING
3052,KIRANCHOK KARKIDANDA SECONDARY SCHOOL,DHADING
3053,DOL BHANJYANG SECONDARY SCHOOL,DHADING
3054,DHUNIBESHI ENGLISH BOARDING SECONDARY SCHOOL,DHADING
3055,GAJURI PINDA SECONDARY SCHOOL,DHADING
3056,JANAJAGRITI SECONDARY  SCHOOL,DHADING
3057,SUCCESS ACADEMY SECONDARY SCHOOL,DHADING
3058,ADVANCE ACADEMY SECONDARY SCHOOL,DHADING
3101,HETAUDA CAMPUS,MAKWANPUR
3102,MAKAWANPUR MULTIPLE CAMPUS,MAKWANPUR
3103,HETAUDA SCHOOL OF MANAGEMENT SECONDARY SCHOOL,MAKWANPUR
3104,JYOTI SECONDARY SCHOOL,MAKWANPUR
3105,TRIBHUVAN SECONDARY SCHOOL,MAKWANPUR
3106,BANSHA GOPAL SECONDARY SCHOOL,MAKWANPUR
3109,TULASI MEHAR MEMORIAL ENGLISH AWASIYA SECONDARY SCHOO,MAKWANPUR
3110,BHUTANDEVI SECONDARY SCHOOL,MAKWANPUR
3113,NIRMAL SECONDARY SCHOOL,MAKWANPUR
3114,"PRAGATI SECONDARY SCHOOL, PASHUPATINAGAR",MAKWANPUR
3115,JANAPRIYA SECONDARY SCHOOL,MAKWANPUR
3116,JANAKALYAN SECONDARY SCHOOL,MAKWANPUR
3117,SHARADA SECONDARY SCHOOL,MAKWANPUR
3118,BAJRA BARAHI SECONDARY SCHOOL,MAKWANPUR
3119,MAHENDRA SECONDARY SCHOOL,MAKWANPUR
3120,SIDDHARTHA SECONDARY SCHOOL,MAKWANPUR
3121,MAHENDRA KIRAN SECONDARY SCHOOL,MAKWANPUR
3122,MAHENDRA SECONDARY SCHOOL,MAKWANPUR
3123,JANATA SECONDARY SCHOOL,MAKWANPUR
3124,SHWACHCHANDA BHAIRAB  SECONDARY SCHOOL,MAKWANPUR
3125,CHANDIKA SECONDARY SCHOOL,MAKWANPUR
3126,ZENITH INTERNATIONAL SECONDARY SCHOOL,MAKWANPUR
3127,CHANDRODAYA SECONDARY SCHOOL,MAKWANPUR
3128,KALIKA SECONDARY SCHOOL,MAKWANPUR
3129,ADHUNIK RASTRIYA SECONDARY SCHOOL,MAKWANPUR
3130,BHANU SECONDARY SCHOOL,MAKWANPUR
3131,MAHENDRA SECONDARY SCHOOL,MAKWANPUR
3132,MAHENDRA JYOTI SECONDARY SCHOOL,MAKWANPUR
3133,BALBODH SECONDARY SCHOOL,MAKWANPUR
3134,BUDDHA SECONDARY SCHOOL,MAKWANPUR
3135,MAHENDRA KIRAN SECONDARY SCHOOL,MAKWANPUR
3136,MAHACHUNI SECONDARY SCHOOL,MAKWANPUR
3137,JANAJYOTI SECONDARY SCHOOL,MAKWANPUR
3138,RASTRIYA ROTARY SECONDARY SCHOOL,MAKWANPUR
3139,NATESHWOR SECONDARY SCHOOL,MAKWANPUR
3141,SURYADAYA SECONDARY SCHOOL,MAKWANPUR
3142,CHURIYAMAI SECONDARY SCHOOL,MAKWANPUR
3143,DEVAKI SECONDARY SCHOOL,MAKWANPUR
3201,SARASWATI SECONDARY SCHOOL,RAUTAHAT
3202,JANA JYOTI SECONDARY SCHOOL,RAUTAHAT
3203,GAURI SHANKAR YADAV RAUTAHAT CAMPUS,RAUTAHAT
3204,MAHARSHI VALMIKI SECONDARY SCHOOL,RAUTAHAT
3206,SHANKAR GUDDAR SECONDARY SCHOOL,RAUTAHAT
3207,JUDDHA SECONDARY SCHOOL,RAUTAHAT
3208,JANATA SECONDARY SCHOOL,RAUTAHAT
3209,SHREE SECONDARY SCHOOL,RAUTAHAT
3210,SHREE SECONDARY SCHOOL,RAUTAHAT
3211,JANATA SECONDARY SCHOOL,RAUTAHAT
3212,JAY KISAN SECONDARY SCHOOL,RAUTAHAT
3213,YAMUNA MAI SECONDARY SCHOOL,RAUTAHAT
3214,SHREE SECONDARY SCHOOL,RAUTAHAT
3215,SUBLAL BHAGWAT SECONDARY SCHOOL,RAUTAHAT
3216,SARASWATI SECONDARY SCHOOL,RAUTAHAT
3217,JANAPRIYA SECONDARY SCHOOL,RAUTAHAT
3218,SHREE SECONDARY SCHOOL,RAUTAHAT
3219,PATHIBHARA ENGLISH BOARDING SECONDARY SCHOOL,RAUTAHAT
3220,RUPA NEPALI PAL SECONDARY SCHOOL,RAUTAHAT
3221,NEPAL SECONDARY SCHOOL,RAUTAHAT
3222,SHREE SECONDARY SCHOOL,RAUTAHAT
3223,JANA JAGRITI SECONDARY SCHOOL,RAUTAHAT
3224,BRAMHAJYOTI SECONDARY SCHOOL,RAUTAHAT
3225,NEMDHARI BASU DEV  SECONDARY SCHOOL,RAUTAHAT
3226,ANHOTI LAL  SECONDARY SCHOOL,RAUTAHAT
3227,KANKALI  SECONDARY SCHOOL,RAUTAHAT
3228,SHREE SECONDARY SCHOOL,RAUTAHAT
3229,JANATA SATYANARAYAN  SECONDARY SCHOOL,RAUTAHAT
3230,SANSKRIT  SECONDARY SCHOOL,RAUTAHAT
3231,BAGMATI  SECONDARY SCHOOL,RAUTAHAT
3232,BISHESHWAR PRASAD KOIRALA ADARSHA SECONDARY SCHOOL,RAUTAHAT
3233,SHREE SECONDARY SCHOOL,RAUTAHAT
3234,SARADHA SECONDARY SCHOOL,RAUTAHAT
3235,JANATA SECONDARY SCHOOL,RAUTAHAT
3236,SARASWATI SECONDARY SCHOOL,RAUTAHAT
3237,H.S.SCHOOL,RAUTAHAT
3238,JANATA SECONDARY SCHOOL,RAUTAHAT
3239,MOON LIGHT ACADEMY SECONDARY  SCHOOL,RAUTAHAT
3240,BALNIKETAN BOARDING SECONDARY  SCHOOL,RAUTAHAT
3241,SHREE SECONDARY SCHOOL,RAUTAHAT
3242,SHRI SECONDARY SCHOOL,RAUTAHAT
3243,SHREE SECONDARY SCHOOL,RAUTAHAT
3245,MOUNT EVEREST AAWASIYA SECONDARY SCHOOL,RAUTAHAT
3246,BATAHU SECONDARY SCHOOL,RAUTAHAT
3247,MITRA MEMORIAL SECONDARY SCHOOL,RAUTAHAT
3301,GADHI MAI MAHENDRA SECONDARY SCHOOL,BARA
