loc_id,province,district,local_level,ward_no
1140503,Koshi,UDAYAPUR,Limchungbung Rural Municipality,3
1140714,Koshi,Udayapur,Katari municipality,14
1140710,Koshi,Udayapur,Katari municipality,10
1140713,Koshi,Udayapur,Katari municipality,13
1140704,Koshi,Udayapur,Katari municipality,4
1140703,Koshi,Udayapur,Katari municipality,3
1140707,Koshi,Udayapur,Katari municipality,7
1140705,Koshi,Udayapur,Katari municipality,5
1140706,Koshi,Udayapur,Katari municipality,6
1140709,Koshi,Udayapur,Katari municipality,9
1140711,Koshi,Udayapur,Katari municipality,11
1140702,Koshi,Udayapur,Katari municipality,2
1140708,Koshi,Udayapur,Katari municipality,8
1140803,Koshi,UDAYAPUR,Udayapurgadhi Rural Municipality,3
1140802,Koshi,UDAYAPUR,Udayapurgadhi Rural Municipality,2
1140407,Koshi,Udayapur,"Rautamai Rural Municipality, Udayapur",7
1140501,Koshi,UDAYAPUR,Limchungbung Rural Municipality,1
1140505,Koshi,Udayapur,Limchungbung Gaunpalika,5
1140502,Koshi,Udayapur,Limchungbung Gaunpalika,2
1140203,Koshi,UDAYAPUR,Chaudandigadhi Municipality,3
1140105,Koshi,UDAYAPUR,Belaka Municipality,5
1140301,Koshi,Udayapur,Triyuga Nagarpalika,1
1140313,Koshi,Udayapur,Triyuga Nagarpalika,13
1140312,Koshi,Udayapur,Triyuga Nagarpalika,12
1140302,Koshi,Udayapur,Triyuga Nagarpalika,2
1140314,Koshi,Udayapur,Triyuga Nagarpalika,14
1140306,Koshi,Udayapur,Triyuga Nagarpalika,6
1140303,Koshi,Udayapur,Triyuga Nagarpalika,3
1140304,Koshi,Udayapur,Triyuga Nagarpalika,4
1140311,Koshi,Udayapur,Triyuga Nagarpalika,11
1140310,Koshi,Udayapur,Triyuga Nagarpalika,10
1140307,Koshi,Udayapur,Triyuga Nagarpalika,7
1140308,Koshi,Udayapur,Triyuga Nagarpalika,8
1140402,Koshi,UDAYAPUR,Rautamai Rural Municipality,2
1140805,Koshi,Udayapur,Udayapurgadhi Gaunpalika,5
1140804,Koshi,Udayapur,Udayapurgadhi Gaunpalika,4
1140807,Koshi,Udayapur,Udayapurgadhi Gaunpalika,7
1140808,Koshi,Udayapur,Udayapurgadhi Gaunpalika,8
1140801,Koshi,Udayapur,Udayapurgadhi Gaunpalika,1
1140806,Koshi,Udayapur,Udayapurgadhi Gaunpalika,6
1140201,Koshi,UDAYAPUR,Chaudandigadhi Municipality,1
1140210,Koshi,UDAYAPUR,Chaudandigadhi Municipality,10
1140712,Koshi,UDAYAPUR,Katari Municipality,12
1140603,Province 1,Udayapur,Tapli Rural Municipality,3
1140316,Koshi,UDAYAPUR,Triyuga Municipality,16
1140315,Koshi,UDAYAPUR,Triyuga Municipality,15
1140403,Koshi,UDAYAPUR,Rautamai Rural Municipality,3
1140602,Province 1,Udayapur,Tapli Rural Municipality,2
1140108,Koshi,UDAYAPUR,Belaka Municipality,8
1140401,Koshi,UDAYAPUR,Rautamai Rural Municipality,1
1140601,Koshi,UDAYAPUR,Tapli Rural Municipality,1
1140404,Koshi,UDAYAPUR,Rautamai Rural Municipality,4
1140408,Koshi,UDAYAPUR,Rautamai Rural Municipality,8
1140605,Koshi,UDAYAPUR,Tapli Rural Municipality,5
1140506,Koshi,UDAYAPUR,Limchungbung Rural Municipality,6
1140101,Koshi,UDAYAPUR,Belaka Municipality,1
1140100,Province 1,Udayapur,Belaka Municipality,0
1140604,Koshi,UDAYAPUR,Tapli Rural Municipality,4
1140701,Koshi,UDAYAPUR,Katari Municipality,1
1140700,Koshi,UDAYAPUR,Katari Municipality,0
1140701,Koshi,UDAYAPUR,Katari Municipality,1
1140305,Koshi,UDAYAPUR,Triyuga Municipality,5
1140309,Koshi,UDAYAPUR,Triyuga Municipality,9
1140300,Koshi,UDAYAPUR,Triyuga Municipality,0
1140887,Koshi,UDAYAPUR,Udayapurgadhi Rural Municipality,87
2010512,Madhesh,SAPTARI,Shambhunath Municipality,12
2010304,Madhesh,Saptari,Agnisair Krishnasawaran ga pa,4
2010306,Madhesh,Saptari,Agnisair Krishnasawaran ga pa,6
2010301,Madhesh,Saptari,Agnisair Krishnasawaran ga pa,1
2011006,Madhesh,SAPTARI,Dakneshwori Municipality,6
2011102,Madhesh,Saptari,Rajgadh Gaunpalika,2
2011106,Madhesh,Saptari,Rajgadh Gaunpalika,6
2011101,Madhesh,Saptari,Rajgadh Gaunpalika,1
2011103,Madhesh,Saptari,Rajgadh Gaunpalika,3
2011104,Madhesh,Saptari,Rajgadh Gaunpalika,4
2010202,Madhesh,SAPTARI,Kanchanroop Municipality,2
2010210,Madhesh,SAPTARI,Kanchanroop Municipality,10
2011201,Madhesh,Saptari,BISHUPUR RURAL MUNICIPALITY,1
2010201,Madhesh,SAPTARI,Kanchanroop Municipality,1
2010905,Madhesh,Saptari,Bodebarsaien Nagarpalika,5
2010909,Madhesh,Saptari,Bodebarsaien Nagarpalika,9
2010906,Madhesh,Saptari,Bodebarsaien Nagarpalika,6
2010903,Madhesh,Saptari,Bodebarsaien Nagarpalika,3
2010910,Madhesh,Saptari,Bodebarsaien Nagarpalika,10
2010305,Madhesh,SAPTARI,Agnisair Krishnasawaran Rural Municipality,5
2011801,Madhesh,Saptari,Chhinnamasta Gaunpalika,1
2011807,Madhesh,Saptari,Chhinnamasta Gaunpalika,7
2011804,Madhesh,Saptari,Chhinnamasta Gaunpalika,4
2011806,Madhesh,Saptari,Chhinnamasta Gaunpalika,6
2011802,Madhesh,Saptari,Chhinnamasta Gaunpalika,2
2011805,Madhesh,Saptari,Chhinnamasta Gaunpalika,5
2011803,Madhesh,Saptari,Chhinnamasta Gaunpalika,3
2011707,Madhesh,SAPTARI,Tilathi Koiladi Rural Municipality,7
2011708,Madhesh,SAPTARI,Tilathi Koiladi Rural Municipality,8
2011701,Madhesh Province,Saptari,Tilathi Koiladi Rural Municipality,1
2011706,Madhesh Province,Saptari,Tilathi Koiladi Rural Municipality,6
2011004,Madhesh,Saptari,Dakneshwori Municipality,4
2011008,Madhesh,Saptari,Dakneshwori Municipality,8
2011001,Madhesh,Saptari,Dakneshwori Municipality,1
2011005,Madhesh,Saptari,Dakneshwori Municipality,5
2011009,Madhesh,Saptari,Dakneshwori Municipality,9
2011010,Madhesh,Saptari,Dakneshwori Municipality,10
2011002,Madhesh,Saptari,Dakneshwori Municipality,2
2011007,Madhesh,Saptari,Dakneshwori Municipality,7
2011107,Madhesh,SAPTARI,Rajgadh Rural Municipality,7
2011402,Madhesh,Saptari,Mahadeva Gaunpalika,2
2011609,Madhesh,Saptari,Hanumannagar Kankalini Municipality,9
2011603,Madhesh,Saptari,Hanumannagar Kankalini Municipality,3
2011614,Madhesh,Saptari,Hanumannagar Kankalini Municipality,14
2011607,Madhesh,Saptari,Hanumannagar Kankalini Municipality,7
2010603,Madhesh,SAPTARI,Khadak Municipality,3
2010613,Madhesh,SAPTARI,Khadak Municipality,13
2010607,Madhesh,SAPTARI,Khadak Municipality,7
2010209,Madhesh,Saptari,Kanchanroop Nagarpalika,9
2010205,Madhesh,Saptari,Kanchanroop Nagarpalika,5
2010204,Madhesh,Saptari,Kanchanroop Nagarpalika,4
2010212,Madhesh,Saptari,Kanchanroop Nagarpalika,12
2010208,Madhesh,Saptari,Kanchanroop Nagarpalika,8
2010203,Madhesh,Saptari,Kanchanroop Nagarpalika,3
2010211,Madhesh,Saptari,Kanchanroop Nagarpalika,11
2011000,Madhesh,SAPTARI,Dakneshwori Municipality,0
2010601,Madhesh,Saptari,Khadak Nagarpalika,1
2010606,Madhesh,Saptari,Khadak Nagarpalika,6
2010608,Madhesh,Saptari,Khadak Nagarpalika,8
2010610,Madhesh,Saptari,Khadak Nagarpalika,10
2010605,Madhesh,Saptari,Khadak Nagarpalika,5
2010604,Madhesh,Saptari,Khadak Nagarpalika,4
2010611,Madhesh,SAPTARI,Khadak Municipality,11
2011406,Madhesh,Saptari,Mahadeva Gaunpalika,6
2011403,Madhesh,Saptari,Mahadeva Gaunpalika,3
2011405,Madhesh,Saptari,Mahadeva Gaunpalika,5
2011401,Madhesh,Saptari,Mahadeva Gaunpalika,1
2011312,Madhesh,Saptari,Rajbiraj Municipality,12
2011310,Madhesh,Saptari,Rajbiraj Municipality,10
2011311,Madhesh,Saptari,Rajbiraj Municipality,11
2011309,Madhesh,Saptari,Rajbiraj Municipality,9
2011304,Madhesh,Saptari,Rajbiraj Municipality,4
2011303,Madhesh,Saptari,Rajbiraj Municipality,3
2011305,Madhesh,Saptari,Rajbiraj Municipality,5
2011313,Madhesh,Saptari,Rajbiraj Municipality,13
2010104,Madhesh,Saptari,Saptakoshi Nagarpalika,4
2011302,Madhesh,Saptari,Rajbiraj Municipality,2
2011307,Madhesh,Saptari,Rajbiraj Municipality,7
2011301,Madhesh,Saptari,Rajbiraj Municipality,1
2011306,Madhesh,Saptari,Rajbiraj Municipality,6
2011308,Madhesh,Saptari,Rajbiraj Municipality,8
2011705,Madhesh,SAPTARI,Tilathi Koiladi Rural Municipality,5
2011704,Madhesh,SAPTARI,Tilathi Koiladi Rural Municipality,4
2010403,Madhesh,Saptari,Rupani Gaunpalika,3
2010402,Madhesh,Saptari,Rupani Gaunpalika,2
2010401,Madhesh,Saptari,Rupani Gaunpalika,1
2010508,Madhesh,SAPTARI,Shambhunath Municipality,8
2010509,Madhesh,SAPTARI,Shambhunath Municipality,9
2010504,Madhesh,SAPTARI,Shambhunath Municipality,4
2010105,Madhesh,Saptari,Saptakoshi Nagarpalika,5
2010110,Madhesh,Saptari,Saptakoshi Nagarpalika,10
2010109,Madhesh,Saptari,Saptakoshi Nagarpalika,9
2010101,Madhesh,Saptari,Saptakoshi Nagarpalika,1
2010405,Madhesh,SAPTARI,Rupani Rural Municipality,5
2010502,Madhesh,Saptari,Shambhunath Municipality,2
2010505,Madhesh,Saptari,Shambhunath Municipality,5
2010503,Madhesh,Saptari,Shambhunath Municipality,3
2010506,Madhesh,Saptari,Shambhunath Municipality,6
2010501,Madhesh,Saptari,Shambhunath Municipality,1
2010701,Madhesh,Saptari,"Surunga Municipality, Madhupatti, Saptari",1
2010804,Madhesh,SAPTARI,Balan Bihul Rural Municipality,4
2010808,Madhesh,SAPTARI,Balan Bihul Rural Municipality,8
2011109,Madhesh,SAPTARI,Rajgadh Rural Municipality,9
2011505,Madhesh,Saptari,Tirahut Gaunpalika,5
2011501,Madhesh,Saptari,Tirahut Gaunpalika,1
2011503,Madhesh,Saptari,Tirahut Gaunpalika,3
2011504,Madhesh,Saptari,Tirahut Gaunpalika,4
2011502,Madhesh,Saptari,Tirahut Gaunpalika,2
2010507,Madhesh,SAPTARI,Shambhunath Municipality,7
2011601,Madhesh,SAPTARI,Hanumannagar Kankalini Municipality,1
2011608,Madhesh,SAPTARI,Hanumannagar Kankalini Municipality,8
2010908,Madhesh,SAPTARI,Bodebarsain Municipality,8
2010902,Madhesh,SAPTARI,Bodebarsain Municipality,2
2011205,Madhesh,Saptari,Bishnupur Rural Municipality,5
2011800,Madhesh,SAPTARI,Chhinnamasta Rural Municipality,0
2011404,Madhesh,SAPTARI,Mahadeva Rural Municipality,4
2010703,Madhesh,SAPTARI,Surunga Municipality,3
2010704,Madhesh,SAPTARI,Surunga Municipality,4
2011315,Madhesh,SAPTARI,Rajbiraj Municipality,15
2010901,Madhesh,SAPTARI,Bodebarsain Municipality,1
2010207,Madhesh,SAPTARI,Kanchanroop Municipality,7
2010206,Madhesh,Saptari,Kanchanroop Municipality,6
2011500,Madhesh,SAPTARI,Tirahut Rural Municipality,0
2011108,Madhesh,SAPTARI,Rajgadh Rural Municipality,8
2010102,Madhesh,SAPTARI,Saptakoshi Municipality,2
2010103,Madhesh,SAPTARI,Saptakoshi Municipality,3
2010904,Madhesh,SAPTARI,Bodebarsain Municipality,4
2011613,Madhesh,SAPTARI,Hanumannagar Kankalini Municipality,13
2011602,Madhesh,SAPTARI,Hanumannagar Kankalini Municipality,2
2010702,Madhesh,SAPTARI,Surunga Municipality,2
2010303,Madhesh,SAPTARI,Agnisair Krishnasawaran Rural Municipality,3
2010707,Madhesh,SAPTARI,Surunga Municipality,7
2011610,Madhesh,SAPTARI,Hanumannagar Kankalini Municipality,10
2011606,Madhesh,Saptari,Hanumannagar Kankalini Municipality,6
2011611,Madhesh,Saptari,Hanumannagar Kankalini Municipality,11
2010609,Madhesh,SAPTARI,Khadak Municipality,9
2011206,Madhesh,SAPTARI,Bishnupur Rural Municipality,6
2011207,Madhesh,Saptari,Bishnupur Rural Municipality,7
2010404,Madhesh,SAPTARI,Rupani Rural Municipality,4
2011605,Madhesh,SAPTARI,Hanumannagar Kankalini Municipality,5
2010600,Madhesh Province,Saptari,Khadak Municipality,0
2010406,Madhesh,SAPTARI,Rupani Rural Municipality,6
2010706,Madhesh,SAPTARI,Surunga Municipality,6
2010705,Madhesh,SAPTARI,Surunga Municipality,5
2011702,Madhesh,SAPTARI,Tilathi Koiladi Rural Municipality,2
2011604,Madhesh,SAPTARI,Hanumannagar Kankalini Municipality,4
2011203,Madhesh,SAPTARI,Bishnupur Rural Municipality,3
2011105,Madhesh,SAPTARI,Rajgadh Rural Municipality,5
2011100,Madhesh,SAPTARI,Rajgadh Rural Municipality,0
2010708,Madhesh,SAPTARI,Surunga Municipality,8
2010711,Madhesh,SAPTARI,Surunga Municipality,11
2010802,Madhesh,SAPTARI,Balan Bihul Rural Municipality,2
2010801,Madhesh,SAPTARI,Balan Bihul Rural Municipality,1
2010800,Madhesh,SAPTARI,Balan Bihul Rural Municipality,0
2010907,Madhesh,SAPTARI,Bodebarsain Municipality,7
2010803,Madhesh,SAPTARI,Balan Bihul Rural Municipality,3
2010106,Madhesh,SAPTARI,Saptakoshi Municipality,6
2010108,Madhesh,SAPTARI,Saptakoshi Municipality,8
2010107,Madhesh,SAPTARI,Saptakoshi Municipality,7
2010710,Madhesh,SAPTARI,Surunga Municipality,10
2011300,Madhesh,SAPTARI,Rajbiraj Municipality,0
2010805,Madhesh,SAPTARI,Balan Bihul Rural Municipality,5
2010511,Madhesh,SAPTARI,Shambhunath Municipality,11
2010806,Madhesh,SAPTARI,Balan Bihul Rural Municipality,6
2011703,Madhesh,SAPTARI,Tilathi Koiladi Rural Municipality,3
2011202,Madhesh,SAPTARI,Bishnupur Rural Municipality,2
2011204,Madhesh,SAPTARI,Bishnupur Rural Municipality,4
2010602,Madhesh,SAPTARI,Khadak Municipality,2
2010302,Madhesh,Saptari,Agnisair Krishnasawaran Rural Municipality,2
2010709,Madhesh,SAPTARI,Surunga Municipality,9
2020903,Madhesh,SIRAHA,Arnama Rural Municipality,3
2020902,Madhesh,SIRAHA,Arnama Rural Municipality,2
2020905,Madhesh,SIRAHA,Arnama Rural Municipality,5
2020909,Madhesh Province,Siraha,Arnama Rural Municipality,9
2020900,Madhesh,SIRAHA,Arnama Rural Municipality,0
2020901,Madhesh,Siraha,Arnama Rural Municipality,1
2020904,Madhesh,Siraha,Arnama Rural Municipality,4
2020601,Madhesh,SIRAHA,Kalyanpur Municipality,1
2020607,Madhesh,SIRAHA,Kalyanpur Municipality,7
2020606,Madhesh,SIRAHA,Kalyanpur Municipality,6
2020602,Madhesh Province,Siraha,Kalyanpur Municipality,2
2020600,Madhesh,SIRAHA,Kalyanpur Municipality,0
2020306,Madhesh,SIRAHA,Golbazar Municipality,6
2020305,Madhesh,SIRAHA,Golbazar Municipality,5
2020304,Madhesh,SIRAHA,Golbazar Municipality,4
2020308,Madhesh,Siraha,Golbazar Municipality,8
2020307,Madhesh,Siraha,Golbazar Municipality,7
2020105,Madhesh,SIRAHA,Lahan Municipality,5
2020302,Madhesh,SIRAHA,Golbazar Municipality,2
2020311,Madhesh,SIRAHA,Golbazar Municipality,11
2020301,Madhesh,Siraha,Golbazar Municipality,1
2021502,Madhesh,Siraha,Bariyarpatti Rural Municipality,2
2021504,Madhesh,Siraha,Bariyarpatti Rural Municipality,4
2021505,Madhesh,Siraha,Bariyarpatti Rural Municipality,5
2021503,Madhesh,Siraha,Bariyarpatti Rural Municipality,3
2021303,Madhesh,Siraha,Bhagawanpur Rural Municipality,3
2021302,Madhesh,Siraha,Bhagawanpur Rural Municipality,2
2021301,Madhesh,Siraha,Bhagawanpur Rural Municipality,1
2021305,Madhesh,Siraha,Bhagawanpur Rural Municipality,5
2021605,Madhesh,SIRAHA,Aurahi Rural Municipality,5
2021601,Madhesh,Siraha,Aurahi Rural Municipality,1
2020803,Madhesh,Siraha,Bishnupur Rural Municipality,3
2020804,Madhesh,Siraha,Bishnupur Rural Municipality,4
2020801,Madhesh,Siraha,Bishnupur Rural Municipality,1
2020208,Madhesh,SIRAHA,Dhangadhimai Municipality,8
2020207,Madhesh,SIRAHA,Dhangadhimai Municipality,7
2020201,Madhesh,Siraha,Dhangadhimai Municipality,1
2020204,Madhesh,SIRAHA,Dhangadhimai Municipality,4
2020205,Madhesh Province,Siraha,Dhangadhimai Municipality,5
2021102,Madhesh,Siraha,Laxmipur Patari Rural Municipality,2
2020202,Madhesh,Siraha,Dhangadhimai Municipality,2
2020212,Madhesh,Siraha,Dhangadhimai Municipality,12
2020210,Madhesh,Siraha,Dhangadhimai Municipality,10
2020211,Madhesh,Siraha,Dhangadhimai Municipality,11
2020203,Madhesh,Siraha,Dhangadhimai Municipality,3
2020209,Madhesh,Siraha,Dhangadhimai Municipality,9
2020213,Madhesh,Siraha,Dhangadhimai Municipality,13
2020502,Madhesh,SIRAHA,Karjanha Municipality,2
2020504,Madhesh,SIRAHA,Karjanha Municipality,4
2020505,Madhesh,SIRAHA,Karjanha Municipality,5
2020506,Madhesh,SIRAHA,Karjanha Municipality,6
2020501,Madhesh,SIRAHA,Karjanha Municipality,1
2020511,Madhesh,SIRAHA,Karjanha Municipality,11
2020503,Madhesh,SIRAHA,Karjanha Municipality,3
2020303,Madhesh,Siraha,Golbazar Municipality,3
2020309,Madhesh,Siraha,Golbazar Municipality,9
2020313,Madhesh,Siraha,Golbazar Municipality,13
2020708,Madhesh,Siraha,Naraha Rural Municipality,8
2020704,Madhesh,SIRAHA,Naraha Rural Municipality,4
2020612,Madhesh,Siraha,Kalyanpur Municipality,12
2020604,Madhesh,Siraha,Kalyanpur Municipality,4
2020605,Madhesh,Siraha,Kalyanpur Municipality,5
2020609,Madhesh,Siraha,Kalyanpur Municipality,9
2020611,Madhesh,Siraha,Kalyanpur Municipality,11
2020608,Madhesh,Siraha,Kalyanpur Municipality,8
2020610,Madhesh,Siraha,Kalyanpur Municipality,10
2020603,Madhesh,Siraha,Kalyanpur Municipality,3
2020409,Madhesh,Siraha,Mirchaiya Municipality,9
2020412,Madhesh,Siraha,Mirchaiya Municipality,12
2020405,Madhesh,Siraha,Mirchaiya Municipality,5
2020510,Madhesh,Siraha,Karjanha Municipality,10
2020410,Madhesh,Siraha,Mirchaiya Municipality,10
2020114,Madhesh,SIRAHA,Lahan Municipality,14
2020113,Madhesh,SIRAHA,Lahan Municipality,13
2020101,Madhesh,Siraha,Lahan Municipality,1
2020115,Madhesh,Siraha,Lahan Municipality,15
2020124,Madhesh,Siraha,Lahan Municipality,24
2020119,Madhesh,Siraha,Lahan Municipality,19
2020108,Madhesh,Siraha,Lahan Municipality,8
2020104,Madhesh,Siraha,Lahan Municipality,4
2020103,Madhesh,Siraha,Lahan Municipality,3
2020112,Madhesh,Siraha,Lahan Municipality,12
2020121,Madhesh,Siraha,Lahan Municipality,21
2020118,Madhesh,Siraha,Lahan Municipality,18
2020106,Madhesh,Siraha,Lahan Municipality,6
2020102,Madhesh,Siraha,Lahan Municipality,2
2020122,Madhesh,Siraha,Lahan Municipality,22
2020107,Madhesh,Siraha,Lahan Municipality,7
2020117,Madhesh,Siraha,Lahan Municipality,17
2021105,Madhesh,Siraha,Laxmipur Patari Rural Municipality,5
2021103,Madhesh,Siraha,Laxmipur Patari Rural Municipality,3
2021002,Madhesh,SIRAHA,Sukhipur Municipality,2
2021007,Madhesh,SIRAHA,Sukhipur Municipality,7
2021001,Madhesh,SIRAHA,Sukhipur Municipality,1
2020403,Madhesh,Siraha,Mirchaiya Municipality,3
2020402,Madhesh,Siraha,Mirchaiya Municipality,2
2020407,Madhesh,Siraha,Mirchaiya Municipality,7
2020411,Madhesh,Siraha,Mirchaiya Municipality,11
2020401,Madhesh,Siraha,Mirchaiya Municipality,1
2020906,Madhesh,Siraha,Arnama Rural Municipality,6
2020312,Madhesh,SIRAHA,Golbazar Municipality,12
2020705,Madhesh,Siraha,Naraha Rural Municipality,5
2020703,Madhesh,Siraha,Naraha Rural Municipality,3
2021405,Madhesh,Siraha,Navarajpur Rural Municipality,5
2021407,Madhesh,Siraha,Navarajpur Rural Municipality,7
2021304,Madhesh,SIRAHA,Bhagawanpur Rural Municipality,4
2021401,Madhesh,Siraha,Navarajpur Rural Municipality,1
2021406,Madhesh,Siraha,Navarajpur Rural Municipality,6
2021722,Madhesh,Siraha,Siraha Municipality,22
2021720,Madhesh,Siraha,Siraha Municipality,20
2021709,Madhesh,Siraha,Siraha Municipality,9
2021704,Madhesh,Siraha,Siraha Municipality,4
2021701,Madhesh,Siraha,Siraha Municipality,1
2021706,Madhesh,Siraha,Siraha Municipality,6
2021707,Madhesh,Siraha,Siraha Municipality,7
2021716,Madhesh,Siraha,Siraha Municipality,16
2021712,Madhesh,Siraha,Siraha Municipality,12
2021705,Madhesh,Siraha,Siraha Municipality,5
2021708,Madhesh,Siraha,Siraha Municipality,8
2021717,Madhesh,Siraha,Siraha Municipality,17
2021711,Madhesh,Siraha,Siraha Municipality,11
2021715,Madhesh,Siraha,Siraha Municipality,15
2020206,Madhesh,SIRAHA,Dhangadhimai Municipality,6
2021004,Madhesh,Siraha,Sukhipur Municipality,4
2021003,Madhesh,Siraha,Sukhipur Municipality,3
2021008,Madhesh,Siraha,Sukhipur Municipality,8
2021005,Madhesh,Siraha,Sukhipur Municipality,5
2021010,Madhesh,Siraha,Sukhipur Municipality,10
2020807,Madhesh,Siraha,Bishnupur Rural Municipality,7
2020214,Madhesh,SIRAHA,Dhangadhimai Municipality,14
2020120,Madhesh,SIRAHA,Lahan Municipality,20
2020702,Madhesh,SIRAHA,Naraha Rural Municipality,2
2020310,Madhesh,SIRAHA,Golbazar Municipality,10
2020300,Madhesh,SIRAHA,Golbazar Municipality,0
2020701,Madhesh,SIRAHA,Naraha Rural Municipality,1
2020109,Madhesh,SIRAHA,Lahan Municipality,9
2020408,Madhesh,SIRAHA,Mirchaiya Municipality,8
2020404,Madhesh Province,Siraha,Mirchaiya Municipality,4
2020400,Madhesh,SIRAHA,Mirchaiya Municipality,0
2020123,Madhesh,SIRAHA,Lahan Municipality,23
2020508,Madhesh,SIRAHA,Karjanha Municipality,8
2020507,Madhesh,SIRAHA,Karjanha Municipality,7
2020116,Madhesh,SIRAHA,Lahan Municipality,16
2021721,Madhesh,SIRAHA,Siraha Municipality,21
2021308,Madhesh,SIRAHA,Bhagawanpur Rural Municipality,8
2021306,Madhesh,SIRAHA,Bhagawanpur Rural Municipality,6
2021205,Madhesh,SIRAHA,Sakhuwanankarkatti Rural Municipality,5
2021604,Madhesh,Siraha,Aurahi Rural Municipality,4
2021501,Madhesh,SIRAHA,Bariyarpatti Rural Municipality,1
2021508,Madhesh,SIRAHA,Bariyarpatti Rural Municipality,8
2021106,Madhesh,SIRAHA,Laxmipur Patari Rural Municipality,6
2021714,Madhesh,SIRAHA,Siraha Municipality,14
2021700,Madhesh,SIRAHA,Siraha Municipality,0
2020110,Madhesh,SIRAHA,Lahan Municipality,10
2021718,Madhesh,SIRAHA,Siraha Municipality,18
2021703,Madhesh,SIRAHA,Siraha Municipality,3
2020805,Madhesh,Siraha,Bishnupur Rural Municipality,5
2021104,Madhesh,SIRAHA,Laxmipur Patari Rural Municipality,4
2021107,Madhesh,SIRAHA,Laxmipur Patari Rural Municipality,7
2021203,Madhesh,SIRAHA,Sakhuwanankarkatti Rural Municipality,3
2021403,Madhesh,SIRAHA,Navarajpur Rural Municipality,3
2021402,Madhesh,SIRAHA,Navarajpur Rural Municipality,2
2021713,Madhesh,SIRAHA,Siraha Municipality,13
2021201,Madhesh,SIRAHA,Sakhuwanankarkatti Rural Municipality,1
2021009,Madhesh,SIRAHA,Sukhipur Municipality,9
2021300,Madhesh,SIRAHA,Bhagawanpur Rural Municipality,0
2020707,Madhesh,SIRAHA,Naraha Rural Municipality,7
2021404,Madhesh,SIRAHA,Navarajpur Rural Municipality,4
2021408,Madhesh,SIRAHA,Navarajpur Rural Municipality,8
2020111,Madhesh,SIRAHA,Lahan Municipality,11
2021101,Madhesh,SIRAHA,Laxmipur Patari Rural Municipality,1
2021603,Madhesh,SIRAHA,Aurahi Rural Municipality,3
2020802,Madhesh,SIRAHA,Bishnupur Rural Municipality,2
2020406,Madhesh,SIRAHA,Mirchaiya Municipality,6
2021204,Madhesh,SIRAHA,Sakhuwanankarkatti Rural Municipality,4
2021719,Madhesh,SIRAHA,Siraha Municipality,19
2021006,Madhesh,Siraha,Sukhipur Municipality,6
2021702,Madhesh,SIRAHA,Siraha Municipality,2
2021202,Madhesh,SIRAHA,Sakhuwanankarkatti Rural Municipality,2
2020806,Madhesh,SIRAHA,Bishnupur Rural Municipality,6
2021602,Madhesh,SIRAHA,Aurahi Rural Municipality,2
2021600,Madhesh,SIRAHA,Aurahi Rural Municipality,0
2030309,Madhesh,Dhanusha,Mithila Bihari Municipality,9
2031517,Madhesh,Dhanusha,Janakpurdham Sub Metropolitan City,17
2030800,Madhesh,Dhanusha,Hanspur Municipality,0
2031402,Madhesh,Dhanusha,Aurahi Rural Municipality,2
2031401,Madhesh,Dhanusha,Aurahi Rural Municipality,1
2031405,Madhesh,Dhanusha,Aurahi Rural Municipality,5
2031404,Madhesh,Dhanusha,Aurahi Rural Municipality,4
2031403,Madhesh,Dhanusha,Aurahi Rural Municipality,3
2030401,Madhesh,Dhanusha,Bateswor Rural Municipality,1
2030403,Madhesh,Dhanusha,Bateswor Rural Municipality,3
2030402,Madhesh,Dhanusha,Bateswor Rural Municipality,2
2030404,Madhesh,Dhanusha,Bateswor Rural Municipality,4
2031308,Madhesh,Dhanusha,Bideha Municipality,8
2031306,Madhesh,Dhanusha,Bideha Municipality,6
2031302,Madhesh,Dhanusha,Bideha Nagarpalika,2
2031304,Madhesh,Dhanusha,Bideha Nagarpalika,4
2030805,Madhesh,Dhanusha,Hanspur Municipality,5
2030802,Madhesh,Dhanusha,Hanspur Municipality,2
2030801,Madhesh,Dhanusha,Hanspur Municipality,1
2030502,Madhesh,Dhanusha,Kshireshwornath Municipality,2
2030503,Madhesh,Dhanusha,Kshireshwornath Municipality,3
